season,week,name,judge_score,status,est_vote_share,est_vote_std
2,2,Tatum O'Neal,17.0,Eliminated,0.030496653231311763,0.024013356556866244
2,2,Tia Carrere,22.0,Safe,0.12466304071906908,0.0980403167023438
2,2,George Hamilton,22.0,Safe,0.11618364757592857,0.10211454856952429
2,2,Lisa Rinna,20.0,Safe,0.14535327672528603,0.09378279257768038
2,2,Stacy Keibler,29.0,Safe,0.11118286562262703,0.09633038022109419
2,2,Jerry Rice,23.0,Safe,0.11420244715922918,0.10391548515305367
2,2,Giselle Fernandez,24.0,Safe,0.1081419757966963,0.09159658524686536
2,2,Master P,16.0,Safe,0.1396672188029882,0.09036075391106316
2,2,Drew Lachey,27.0,Safe,0.11010887436686374,0.09264886518091542
2,3,Tia Carrere,26.0,Safe,0.1302872122819405,0.10344330880497572
2,3,George Hamilton,22.0,Safe,0.10074300662723253,0.08459314539680277
2,3,Lisa Rinna,25.0,Safe,0.14547109202706507,0.11951329226767012
2,3,Stacy Keibler,27.0,Safe,0.1308835660179894,0.11209029789583541
2,3,Jerry Rice,19.0,Safe,0.16284944623665779,0.1128830860909638
2,3,Giselle Fernandez,22.0,Eliminated,0.018187332950840625,0.01578388899321868
2,3,Master P,14.0,Safe,0.18456181046024672,0.11337667157002951
2,3,Drew Lachey,27.0,Safe,0.12701653339802735,0.10413749253581707
2,4,Tia Carrere,25.0,Safe,0.15769101987547923,0.1248079466030159
2,4,George Hamilton,21.0,Safe,0.19980949072051737,0.1239470356735623
2,4,Lisa Rinna,26.0,Safe,0.14082316826438607,0.11634349686615303
2,4,Stacy Keibler,26.0,Safe,0.1382160379915058,0.11160890449127761
2,4,Jerry Rice,24.0,Safe,0.16914751113644366,0.12488792317309988
2,4,Master P,8.0,Eliminated,0.047828493099090055,0.038978396456484335
2,4,Drew Lachey,28.0,Safe,0.14648427891257773,0.11694515376597428
2,5,Tia Carrere,22.0,Eliminated,0.0651802917990796,0.0527526115822076
2,5,George Hamilton,24.0,Safe,0.18789648003397857,0.13880874933731283
2,5,Lisa Rinna,25.0,Safe,0.1750737440162296,0.1470749602796058
2,5,Stacy Keibler,30.0,Safe,0.16824645802433302,0.1443075713336674
2,5,Jerry Rice,23.0,Safe,0.24939607530584318,0.14313630954043863
2,5,Drew Lachey,27.0,Safe,0.15420695082053662,0.13747781029202355
2,6,George Hamilton,23.0,Eliminated,0.07061942725809339,0.05689078632472174
2,6,Lisa Rinna,27.0,Safe,0.2780206072856496,0.16280051586030253
2,6,Stacy Keibler,30.0,Safe,0.19185672196788836,0.16187339240649187
2,6,Jerry Rice,23.0,Safe,0.26846438525037053,0.1663720527736735
2,6,Drew Lachey,30.0,Safe,0.19103885823799863,0.1577195002850186
2,7,Lisa Rinna,26.5,Eliminated,0.09610991669827859,0.07103626006470885
2,7,Stacy Keibler,27.5,Safe,0.2766015860905409,0.1978667562709092
2,7,Jerry Rice,20.5,Safe,0.35027965180617543,0.18708884606661125
2,7,Drew Lachey,27.5,Safe,0.2770088454050053,0.19894900156034165
2,8,Stacy Keibler,28.6665,Safe,0.3397646655661579,0.23975577932820283
2,8,Jerry Rice,26.666600000000003,Safe,0.32659085547323796,0.23249504714199554
2,8,Drew Lachey,28.9998,Safe,0.333644478960604,0.23395801904154792
3,1,Harry Hamlin,17.0,Safe,0.10056605338999056,0.08099775382630582
3,1,Vivica A. Fox,22.0,Safe,0.10328699472115348,0.0994428410377969
3,1,Monique Coleman,19.0,Safe,0.09123370618721957,0.0809779719840109
3,1,Joey Lawrence,21.0,Safe,0.0839313805836526,0.07692066495039566
3,1,Mario Lopez,26.0,Safe,0.10021840369199475,0.08115714890982209
3,1,Emmitt Smith,24.0,Safe,0.09815765196484413,0.0871280299003367
3,1,Shanna Moakler,18.0,Safe,0.09133486813831779,0.08439970451933143
3,1,Willa Ford,22.0,Safe,0.08605918458704515,0.08497995922037967
3,1,Sara Evans,15.0,Safe,0.11281728410173039,0.07666784492357
3,1,Jerry Springer,16.0,Safe,0.10767347573380488,0.08706234038849886
3,1,Tucker Carlson,12.0,Eliminated,0.024720996900246765,0.018199252196426804
3,2,Harry Hamlin,21.0,Safe,0.0999207279199688,0.09285643823588262
3,2,Vivica A. Fox,24.0,Safe,0.0849676344060753,0.07473813156101351
3,2,Monique Coleman,26.0,Safe,0.1114905611086598,0.09562104627914139
3,2,Joey Lawrence,29.0,Safe,0.12239335226089763,0.10444477273342619
3,2,Mario Lopez,21.0,Safe,0.0914733719089136,0.08077486557603887
3,2,Emmitt Smith,24.0,Safe,0.09623413343814081,0.09181583266502631
3,2,Shanna Moakler,22.0,Eliminated,0.015130450731742434,0.01385868584123117
3,2,Willa Ford,23.0,Safe,0.10188708252264388,0.08416732817124171
3,2,Sara Evans,21.0,Safe,0.11859769644067286,0.09380617370790562
3,2,Jerry Springer,19.0,Safe,0.15790498926228483,0.08430120253609141
3,3,Harry Hamlin,22.0,Eliminated,0.017842911998037704,0.015589359997576286
3,3,Vivica A. Fox,27.0,Safe,0.07960786968724202,0.09513501646509927
3,3,Monique Coleman,27.0,Safe,0.07835159283322864,0.06600536396539189
3,3,Joey Lawrence,22.0,Safe,0.1522143942284367,0.1220742973811729
3,3,Mario Lopez,22.0,Safe,0.0979287098468674,0.0749440881831635
3,3,Emmitt Smith,19.0,Safe,0.18242259852185416,0.09817652893522308
3,3,Willa Ford,22.0,Safe,0.10556756453960991,0.0784555963560378
3,3,Sara Evans,25.0,Safe,0.11142298849180915,0.10407746866884938
3,3,Jerry Springer,21.0,Safe,0.17464136985291429,0.09219541432404016
3,4,Vivica A. Fox,24.0,Eliminated,0.01910973977390704,0.016607762009848023
3,4,Monique Coleman,24.0,Safe,0.13719308404987893,0.11803297925436955
3,4,Joey Lawrence,27.0,Safe,0.11001278154227011,0.08806020717534165
3,4,Mario Lopez,29.0,Safe,0.10900767710734098,0.12463481486619683
3,4,Emmitt Smith,24.0,Safe,0.13543633448809564,0.08756713727694906
3,4,Willa Ford,28.0,Safe,0.11919045237175925,0.10791348516117535
3,4,Sara Evans,20.0,Safe,0.1837966834149126,0.0795665150081462
3,4,Jerry Springer,22.0,Safe,0.18625324725183554,0.10963825838231471
3,5,Monique Coleman,27.0,Safe,0.06407417415445983,0.040203446141651104
3,5,Joey Lawrence,25.0,Safe,0.15305933994198118,0.046178548744523706
3,5,Mario Lopez,27.0,Safe,0.06501148049780175,0.02523340231241554
3,5,Emmitt Smith,27.0,Safe,0.07408097758521513,0.05330648779904255
3,5,Willa Ford,27.0,Eliminated,0.019059326701242225,0.009249830285937349
3,5,Sara Evans,24.0,Safe,0.30360324090201257,0.12560620834974395
3,5,Jerry Springer,24.0,Safe,0.32111146021728737,0.14095540444865992
3,6,Monique Coleman,23.0,Safe,0.19998844800564428,0.16538473203328516
3,6,Joey Lawrence,24.0,Safe,0.2057026658668618,0.16250753755252131
3,6,Mario Lopez,28.0,Safe,0.19713071372453778,0.16301246903109742
3,6,Emmitt Smith,25.0,Safe,0.20028396248304042,0.1644378165434758
3,6,Jerry Springer,18.0,Safe,0.19689420991991555,0.16369719547999875
3,7,Monique Coleman,27.0,Safe,0.2748005935521322,0.155604668512067
3,7,Joey Lawrence,28.5,Safe,0.2025609785495747,0.16778675895266254
3,7,Mario Lopez,28.0,Safe,0.22477432209820397,0.1578498659337263
3,7,Emmitt Smith,28.5,Safe,0.21329989926010764,0.17531742438109926
3,7,Jerry Springer,23.0,Eliminated,0.08456420653998165,0.06536566253527237
3,8,Monique Coleman,26.5,Eliminated,0.12590162982489622,0.09099581361599757
3,8,Joey Lawrence,27.0,Safe,0.2919542991163259,0.20145381522696632
3,8,Mario Lopez,28.5,Safe,0.25865262750213525,0.19848777196074666
3,8,Emmitt Smith,27.0,Safe,0.32349144355664317,0.20342389705042735
3,9,Joey Lawrence,29.5,Safe,0.3341290551676096,0.2336012875785693
3,9,Mario Lopez,29.5,Safe,0.3405296629302181,0.23068385850171938
3,9,Emmitt Smith,29.5,Safe,0.32534128190217215,0.2255597159199161
3,10,Mario Lopez,29.666600000000003,Safe,0.49865212200340614,0.2875020422489051
3,10,Emmitt Smith,29.666600000000003,Safe,0.5013478779965941,0.2875020422489051
4,1,John Ratzenberger,17.0,Safe,0.0926650862663378,0.07897747097280668
4,1,Ian Ziering,21.0,Safe,0.09294942181899295,0.08403731977462446
4,1,Clyde Drexler,16.0,Safe,0.08776967928447428,0.07811001213442897
4,1,Laila Ali,23.0,Safe,0.09192500083855445,0.08025899980942534
4,1,Apolo Anton Ohno,21.0,Safe,0.09055302888889907,0.08219581036081702
4,1,Shandi Finnessey,19.0,Safe,0.09038633821236187,0.08018038911949145
4,1,Paulina Porizkova,19.0,Safe,0.09425766558969216,0.0829525700478931
4,1,Heather Mills,18.0,Safe,0.08992299244852273,0.07951389060190027
4,1,Billy Ray Cyrus,13.0,Safe,0.09147960530479837,0.08142983642044198
4,1,Joey Fatone,24.0,Safe,0.09344934751526662,0.08380372016900527
4,1,Leeza Gibbons,15.0,Safe,0.08464183383209979,0.07745585059855845
4,2,John Ratzenberger,21.0,Safe,0.08121040637652306,0.057618570179380005
4,2,Ian Ziering,22.0,Safe,0.0824875358906835,0.06870206580926579
4,2,Clyde Drexler,18.0,Safe,0.16239294837450793,0.08616129513100043
4,2,Laila Ali,27.0,Safe,0.10798174689085395,0.08127322841068903
4,2,Apolo Anton Ohno,26.0,Safe,0.08780152527436937,0.07491571905256414
4,2,Shandi Finnessey,20.0,Safe,0.12805212072778266,0.08036972180432314
4,2,Paulina Porizkova,21.0,Eliminated,0.013174867998705358,0.011569475060458065
4,2,Heather Mills,24.0,Safe,0.0816461246297122,0.06734742571311116
4,2,Billy Ray Cyrus,21.0,Safe,0.08682477552810111,0.06654788310709184
4,2,Joey Fatone,24.0,Safe,0.07309423621889173,0.06914356437533954
4,2,Leeza Gibbons,21.0,Safe,0.0953337120898692,0.06522992609672769
4,3,John Ratzenberger,20.0,Safe,0.1417200537036201,0.07851917144794493
4,3,Ian Ziering,24.0,Safe,0.10915210357415729,0.09051592405281154
4,3,Clyde Drexler,16.0,Safe,0.15175104995604907,0.07546374270623508
4,3,Laila Ali,21.0,Safe,0.10471942301482984,0.08738871435514836
4,3,Apolo Anton Ohno,23.0,Safe,0.10745164863924217,0.08680736136941973
4,3,Shandi Finnessey,21.0,Eliminated,0.01701600063221835,0.014766659512188437
4,3,Heather Mills,24.0,Safe,0.0893829272279924,0.07955844341303787
4,3,Billy Ray Cyrus,21.0,Safe,0.09857640966633471,0.07785300102767471
4,3,Joey Fatone,24.0,Safe,0.08299634750866126,0.08586097331164655
4,3,Leeza Gibbons,24.0,Safe,0.09723403607689479,0.0965363965308521
4,4,John Ratzenberger,16.0,Safe,0.13380827266353193,0.09704190120384999
4,4,Ian Ziering,24.0,Safe,0.10913476560962915,0.09635948479219879
4,4,Clyde Drexler,15.0,Safe,0.16599171933525558,0.10317965497196664
4,4,Laila Ali,21.0,Safe,0.10931521395590311,0.09148561907307717
4,4,Apolo Anton Ohno,26.0,Safe,0.1066681483583708,0.08995531629413124
4,4,Heather Mills,23.0,Safe,0.11604421871345012,0.09817990909604205
4,4,Billy Ray Cyrus,21.0,Safe,0.12096923035485829,0.1070636073576095
4,4,Joey Fatone,28.0,Safe,0.11512861267663246,0.09647295817348603
4,4,Leeza Gibbons,16.0,Eliminated,0.022939818332368446,0.01859195186036769
4,5,John Ratzenberger,18.0,Safe,0.14447594910096068,0.11211646312111745
4,5,Ian Ziering,24.0,Safe,0.1322841553767428,0.11754576920670802
4,5,Clyde Drexler,13.0,Eliminated,0.0390029268762899,0.03324944778714119
4,5,Laila Ali,28.0,Safe,0.12483564356590478,0.10860830382988546
4,5,Apolo Anton Ohno,30.0,Safe,0.13524374615254536,0.12097977769328208
4,5,Heather Mills,21.0,Safe,0.1353962558546924,0.1081197419785112
4,5,Billy Ray Cyrus,17.0,Safe,0.1682327152135629,0.11954128192227004
4,5,Joey Fatone,25.0,Safe,0.12052860785930128,0.10525385032661524
4,6,John Ratzenberger,19.0,Safe,0.21575940321679477,0.13941020264113224
4,6,Ian Ziering,24.0,Safe,0.16810698653079567,0.12073767219987266
4,6,Laila Ali,28.0,Safe,0.1462243940336104,0.13037181464986058
4,6,Apolo Anton Ohno,28.0,Safe,0.15590295078716057,0.12928563788439804
4,6,Heather Mills,23.0,Eliminated,0.030439548178432745,0.025031315258175656
4,6,Billy Ray Cyrus,21.0,Safe,0.15976790306818459,0.12562707145575777
4,6,Joey Fatone,27.0,Safe,0.12379881418502105,0.1112833969597875
4,7,John Ratzenberger,22.5,Eliminated,0.05135488857673053,0.044021243292101005
4,7,Ian Ziering,27.0,Safe,0.19465115519863532,0.148451780266638
4,7,Laila Ali,29.5,Safe,0.17088439827177782,0.13818001175051112
4,7,Apolo Anton Ohno,27.0,Safe,0.19037453225579937,0.14216304540336497
4,7,Billy Ray Cyrus,19.0,Safe,0.22164465934164018,0.14417376083879707
4,7,Joey Fatone,29.5,Safe,0.17109036635541647,0.1461528024610241
4,8,Ian Ziering,23.5,Safe,0.2743376562225262,0.16182561374603244
4,8,Laila Ali,26.5,Safe,0.21590677123680393,0.16470085892481431
4,8,Apolo Anton Ohno,29.0,Safe,0.21860179046861222,0.17650101331923077
4,8,Billy Ray Cyrus,19.0,Eliminated,0.07702014657330733,0.06088292658248689
4,8,Joey Fatone,27.5,Safe,0.21413363549875042,0.17019648311985563
4,9,Ian Ziering,29.0,Eliminated,0.12061739715373399,0.0996957423379267
4,9,Laila Ali,30.0,Safe,0.2617000743129912,0.19930732924070965
4,9,Apolo Anton Ohno,29.5,Safe,0.3529209703276835,0.17804222148653154
4,9,Joey Fatone,30.0,Safe,0.2647615582055911,0.20847270763648165
4,10,Laila Ali,28.3332,Safe,0.32867156471506537,0.23154625096619744
4,10,Apolo Anton Ohno,29.3332,Safe,0.3355956100673221,0.23376797017942316
4,10,Joey Fatone,28.6665,Safe,0.3357328252176123,0.22992062676450303
5,1,Cameron Mathison,21.0,Safe,0.07930007502256804,0.06948604989999622
5,1,Jane Seymour,24.0,Safe,0.08219824252304207,0.07353781671770149
5,1,Sabrina Bryan,26.0,Safe,0.08550825697218442,0.08099103673567926
5,1,Jennie Garth,21.0,Safe,0.09231325574194875,0.07671980511629896
5,1,Floyd Mayweather Jr. ,18.0,Safe,0.11160398478735098,0.07799939878379117
5,1,Josie Maran,16.0,Eliminated,0.027390646173916136,0.022113111911388227
5,1,Albert Reed,21.0,Safe,0.082488080774132,0.07253956117293245
5,1,Helio Castroneves,25.0,Safe,0.08187745146809089,0.07416417846319114
5,1,Mel B,24.0,Safe,0.08280170263519036,0.07836437344268651
5,1,Wayne Newton,19.0,Safe,0.0984412373953133,0.07965822650425719
5,1,Marie Osmond,21.0,Safe,0.08959101509352344,0.08764009749090763
5,1,Mark Cuban,21.0,Safe,0.08648605141273955,0.08258982686422624
5,2,Cameron Mathison,21.0,Safe,0.06251414509682755,0.06972940625738396
5,2,Jane Seymour,21.0,Safe,0.08589090389327796,0.0685811210587029
5,2,Sabrina Bryan,26.0,Safe,0.0906599349646517,0.09150046271320902
5,2,Jennie Garth,21.0,Safe,0.08805315471877984,0.05717231516635097
5,2,Floyd Mayweather Jr. ,21.0,Safe,0.07291295247096852,0.07842011733559387
5,2,Albert Reed,21.0,Eliminated,0.00843859278798121,0.007472709471985406
5,2,Helio Castroneves,27.0,Safe,0.0871483676448441,0.08616047427837091
5,2,Mel B,23.0,Safe,0.09091176808308185,0.07809759222038962
5,2,Wayne Newton,15.0,Safe,0.17153233376200216,0.08744688598246589
5,2,Marie Osmond,24.0,Safe,0.10087992309307454,0.08912193346896786
5,2,Mark Cuban,18.0,Safe,0.14105792348451054,0.08221134897865245
5,3,Cameron Mathison,23.0,Safe,0.11557116646118076,0.097506716497313
5,3,Jane Seymour,27.0,Safe,0.11133772376919222,0.09214149316979219
5,3,Sabrina Bryan,27.0,Safe,0.1023776023701161,0.09019750046262899
5,3,Jennie Garth,26.0,Safe,0.10413343111443053,0.09596477974674804
5,3,Floyd Mayweather Jr. ,21.0,Safe,0.10315118813953693,0.08760986334563818
5,3,Helio Castroneves,24.0,Safe,0.10607690952310084,0.09108489787097328
5,3,Mel B,27.0,Safe,0.09979770979713952,0.08632601694535579
5,3,Wayne Newton,18.0,Eliminated,0.027682941232656723,0.02144619142691268
5,3,Marie Osmond,26.0,Safe,0.09605197535729665,0.08642312299948393
5,3,Mark Cuban,20.0,Safe,0.13381935223534963,0.1006408264286911
5,4,Cameron Mathison,27.0,Safe,0.11270447848959005,0.09638652620313265
5,4,Jane Seymour,26.0,Safe,0.11348314575080157,0.10254197947299842
5,4,Sabrina Bryan,30.0,Safe,0.12187506941816888,0.10108410553786235
5,4,Jennie Garth,27.0,Safe,0.11821457571798206,0.10447055010092615
5,4,Floyd Mayweather Jr. ,23.0,Eliminated,0.031957894202413586,0.027482160649937856
5,4,Helio Castroneves,27.0,Safe,0.11078159611111038,0.10077411644640252
5,4,Mel B,26.0,Safe,0.11964776945061582,0.09347196333122391
5,4,Marie Osmond,26.0,Safe,0.12640804815378126,0.1080249254948315
5,4,Mark Cuban,22.0,Safe,0.14492742270553638,0.10597260587609046
5,5,Cameron Mathison,26.0,Safe,0.1279489038962151,0.10862852843719323
5,5,Jane Seymour,26.0,Safe,0.12841895945923051,0.11237040474175235
5,5,Sabrina Bryan,28.0,Safe,0.13221248991567527,0.11829280056173785
5,5,Jennie Garth,25.0,Safe,0.14580003317464912,0.11879019036974381
5,5,Helio Castroneves,23.0,Safe,0.1500568975270843,0.10189000089132438
5,5,Mel B,29.0,Safe,0.11567504036604329,0.11056049140713893
5,5,Marie Osmond,21.0,Safe,0.1659782322887536,0.11449209267130514
5,5,Mark Cuban,21.0,Eliminated,0.033909443372348615,0.029196222889971916
5,6,Cameron Mathison,25.0,Safe,0.14247646716833492,0.12015135225773775
5,6,Jane Seymour,22.0,Safe,0.20116924777655615,0.10141218872558896
5,6,Sabrina Bryan,25.0,Eliminated,0.023666960462094162,0.01890873771455886
5,6,Jennie Garth,27.0,Safe,0.15430012115594308,0.12009946786976938
5,6,Helio Castroneves,28.0,Safe,0.1350655914143795,0.11610917286254713
5,6,Mel B,30.0,Safe,0.1390580418766341,0.13470841234919803
5,6,Marie Osmond,23.0,Safe,0.20426357014605817,0.1475032763713603
5,7,Cameron Mathison,25.5,Safe,0.22979073590756263,0.1297199911172281
5,7,Jane Seymour,25.0,Eliminated,0.07027780717798159,0.05454320519644545
5,7,Jennie Garth,26.5,Safe,0.1750925194404846,0.14622787681310906
5,7,Helio Castroneves,26.0,Safe,0.16928135135140915,0.1254057112104275
5,7,Mel B,27.0,Safe,0.16946618368321867,0.129914848411534
5,7,Marie Osmond,26.0,Safe,0.18609140243934377,0.1425729272040213
5,8,Cameron Mathison,25.5,Eliminated,0.05011506392124918,0.03814401860630577
5,8,Jennie Garth,25.0,Safe,0.23309173513965326,0.16049742374209025
5,8,Helio Castroneves,28.5,Safe,0.17241818432909242,0.14302740299532474
5,8,Mel B,28.0,Safe,0.23035342417109722,0.15253347992580948
5,8,Marie Osmond,24.5,Safe,0.31402159243890804,0.1655851687881794
5,9,Jennie Garth,29.0,Eliminated,0.096287005180513,0.06630671486883959
5,9,Helio Castroneves,30.0,Safe,0.28129372683089315,0.19734374478841463
5,9,Mel B,30.0,Safe,0.2720074259172009,0.20377471291013388
5,9,Marie Osmond,28.0,Safe,0.3504118420713929,0.1809815663436939
5,10,Helio Castroneves,27.9999,Safe,0.3291293492334632,0.23527030084978126
5,10,Mel B,28.333199999999998,Safe,0.3412757488583636,0.23620746599561823
5,10,Marie Osmond,23.0,Safe,0.3295949019081734,0.23052406060205727
6,1,Cristian de la Fuente,21.0,Safe,0.08778067328936054,0.08110119744065379
6,1,Steve Guttenberg,18.0,Safe,0.08345063338432565,0.07703084196789918
6,1,Priscilla Presley,24.0,Safe,0.08085444647376225,0.0775062226909148
6,1,Marlee Matlin,22.0,Safe,0.08090340220701613,0.07642081204286172
6,1,Shannon Elizabeth,21.0,Safe,0.08181867517217294,0.07445886741371151
6,1,Marissa Jaret Winokur,18.0,Safe,0.08848917819291337,0.08011438455236644
6,1,Jason Taylor,22.0,Safe,0.08603607899575233,0.08118618341267823
6,1,Kristi Yamaguchi,27.0,Safe,0.08411871697922997,0.07758486568037622
6,1,Monica Seles,15.0,Safe,0.08305086503302936,0.07821651129492185
6,1,Penn Jillette,16.0,Safe,0.08406134663250614,0.07621552922367615
6,1,Adam Carolla,15.0,Safe,0.07897888247954941,0.07302742218791317
6,1,Mario,24.0,Safe,0.08045710116038167,0.07774599572021175
6,2,Cristian de la Fuente,20.0,Safe,0.10203161772601224,0.08110026964286549
6,2,Steve Guttenberg,16.0,Safe,0.11555205110627688,0.06219926055880392
6,2,Priscilla Presley,21.0,Safe,0.09582188931647032,0.08082214326053362
6,2,Marlee Matlin,24.0,Safe,0.08821955807051382,0.08169750721821994
6,2,Shannon Elizabeth,24.0,Safe,0.09015015181069247,0.0776155422697232
6,2,Marissa Jaret Winokur,21.0,Safe,0.08947253990824289,0.08245287772841582
6,2,Jason Taylor,27.0,Safe,0.08677015862492408,0.07510454177527331
6,2,Kristi Yamaguchi,27.0,Safe,0.07928543679242342,0.07895338346712429
6,2,Monica Seles,15.0,Eliminated,0.030459437062096785,0.027580492060537205
6,2,Penn Jillette,17.0,Eliminated,0.02201232338900839,0.018857788511918164
6,2,Adam Carolla,19.0,Safe,0.12072565466818712,0.08484964028890594
6,2,Mario,26.0,Safe,0.07949918152515167,0.06519958553115451
6,3,Cristian de la Fuente,25.0,Safe,0.09508799341812312,0.08664158983227765
6,3,Steve Guttenberg,21.0,Eliminated,0.014064929386916407,0.014168576607291646
6,3,Priscilla Presley,26.0,Safe,0.10003468843108285,0.09392138605395885
6,3,Marlee Matlin,21.0,Safe,0.10757684643704515,0.09703376576241267
6,3,Shannon Elizabeth,24.0,Safe,0.09447625589845467,0.07892425795010646
6,3,Marissa Jaret Winokur,19.0,Safe,0.15009413272527863,0.0855204871757338
6,3,Jason Taylor,23.0,Safe,0.11052648966117952,0.08841366398294212
6,3,Kristi Yamaguchi,27.0,Safe,0.10280926749156195,0.09086954968174264
6,3,Adam Carolla,21.0,Safe,0.1082103164953765,0.0880927480657544
6,3,Mario,21.0,Safe,0.11711908005498113,0.09941608064860305
6,4,Cristian de la Fuente,26.0,Safe,0.1218936778652812,0.10363996806010765
6,4,Priscilla Presley,22.0,Safe,0.1449825056965486,0.09442975519161415
6,4,Marlee Matlin,24.0,Safe,0.12302935019925483,0.11060898273410391
6,4,Shannon Elizabeth,28.0,Safe,0.11292316539693913,0.09186908149538241
6,4,Marissa Jaret Winokur,24.0,Safe,0.12228758331284667,0.10180712036867975
6,4,Jason Taylor,29.0,Safe,0.11061191721099255,0.09825021007497436
6,4,Kristi Yamaguchi,29.0,Safe,0.10848950233753188,0.09913166589349083
6,4,Adam Carolla,19.0,Eliminated,0.03896114559415105,0.030415402018014525
6,4,Mario,24.0,Safe,0.11682115238645398,0.1037875207396351
6,5,Cristian de la Fuente,23.0,Safe,0.14216936805678093,0.11931195507676368
6,5,Priscilla Presley,21.0,Eliminated,0.04203443006674479,0.033601494226105956
6,5,Marlee Matlin,22.0,Safe,0.16515620023682256,0.10532277261967288
6,5,Shannon Elizabeth,23.0,Safe,0.13830078316181582,0.11114785787942026
6,5,Marissa Jaret Winokur,24.0,Safe,0.12267475526982664,0.1041249030038727
6,5,Jason Taylor,27.0,Safe,0.12636736610423155,0.11306693536375031
6,5,Kristi Yamaguchi,29.0,Safe,0.13036928671300682,0.11405903282564281
6,5,Mario,27.0,Safe,0.1329278103907708,0.12026847786318427
6,6,Cristian de la Fuente,27.0,Safe,0.15066359985730712,0.13294850310592504
6,6,Marlee Matlin,21.0,Eliminated,0.04895304189539241,0.04043599165759778
6,6,Shannon Elizabeth,24.0,Safe,0.16865409542446266,0.12425672808607917
6,6,Marissa Jaret Winokur,26.0,Safe,0.156679652569829,0.12379548049333695
6,6,Jason Taylor,24.0,Safe,0.17088810291900766,0.13109429676131257
6,6,Kristi Yamaguchi,30.0,Safe,0.1532780138768613,0.12762482052093854
6,6,Mario,28.0,Safe,0.15088349345714008,0.12509515734329432
6,7,Cristian de la Fuente,23.0,Safe,0.24822076753733932,0.12902962253769928
6,7,Shannon Elizabeth,25.5,Eliminated,0.037811061434991744,0.029538970944443396
6,7,Marissa Jaret Winokur,26.0,Safe,0.19581407854590183,0.12684775851676192
6,7,Jason Taylor,27.5,Safe,0.14817245559104353,0.1172129865450393
6,7,Kristi Yamaguchi,27.0,Safe,0.1648758638025369,0.13791405621523076
6,7,Mario,25.5,Safe,0.2051057730881869,0.13770675271885066
6,8,Cristian de la Fuente,28.5,Safe,0.18571189449579212,0.14760938663382195
6,8,Marissa Jaret Winokur,25.0,Safe,0.3065000178559606,0.15050985355663837
