season,week,name,score,status,industry,age,est_vote_share,est_vote_std,method_used,is_consistent,certainty_score,score_norm,week_norm,ind_athlete,ind_actor,ind_singer,ind_model,ind_comedian,age_norm,prev_vote_share,score_sq,age_sq,score_x_age,bias,ml_pred_vote_share
1,4,John O'Hurley,28.0,Safe,Actor/Actress,50,0.2427054923570752,0.083716795239107,Ranking,True,0.6872605497499533,0.16666664583333624,0.4,0,1,0,0,0,0.6,0.2138426500217061,0.027777770833334735,0.36,0.09999998750000173,1.0,0.20657715901448878
1,5,John O'Hurley,36.0,Safe,Actor/Actress,50,0.3243010239299165,0.1212136893168453,Ranking,True,0.5105593576094845,0.9999998333333611,0.5,0,1,0,0,0,0.6,0.2427054923570752,0.9999996666667499,0.36,0.5999999000000166,1.0,0.2567104262205653
1,6,John O'Hurley,36.0,Safe,Actor/Actress,50,0.3237573547594336,0.116313794876285,Ranking,True,0.542899903789861,0.9818181550413234,0.6,0,1,0,0,0,0.6,0.3243010239299165,0.9639668895687482,0.36,0.589090893024794,1.0,0.3423842943098404
1,1,Kelly Monaco,17.333333333333332,Safe,Actor/Actress,29,0.141096067478044,0.0911698689935618,Ranking,True,0.6069470076758701,0.0,0.1,0,1,0,0,0,0.18,0.1,0.0,0.0324,0.0,1.0,0.08033843944792925
1,2,Kelly Monaco,22.666666666666664,Safe,Actor/Actress,29,0.1734371368302443,0.0780225792010545,Ranking,True,0.7044565279172715,0.24999998437500096,0.2,0,1,0,0,0,0.18,0.141096067478044,0.06249999218750072,0.0324,0.04499999718750017,1.0,0.1294185845255926
1,3,Kelly Monaco,28.0,Safe,Actor/Actress,29,0.2424355993975562,0.0830791748634417,Ranking,True,0.6703892388922422,0.615384579881659,0.3,0,1,0,0,0,0.18,0.1734371368302443,0.3786981811561259,0.0324,0.11076922437869861,1.0,0.17303404418831186
1,4,Kelly Monaco,34.666666666666664,Safe,Actor/Actress,29,0.2993749907019413,0.1032462910063193,Ranking,True,0.6872605497499533,0.9999998750000157,0.4,0,1,0,0,0,0.18,0.2424355993975562,0.9999997500000471,0.0324,0.17999997750000282,1.0,0.256600610727004
1,5,Kelly Monaco,31.33333333333333,Safe,Actor/Actress,29,0.3354173036197555,0.122596634020581,Ranking,True,0.5105593576094845,0.22222218518519057,0.5,0,1,0,0,0,0.18,0.2993749907019413,0.049382699588481134,0.0324,0.0399999933333343,1.0,0.2984412622623293
1,6,Kelly Monaco,36.66666666666666,Safe,Actor/Actress,29,0.3600317733874204,0.1151651818803575,Ranking,True,0.542899903789861,0.9999999727272736,0.6,0,1,0,0,0,0.18,0.3354173036197555,0.999999945454548,0.0324,0.17999999509090925,1.0,0.3567571962408728
1,1,Rachel Hunter,26.666666666666664,Safe,Model,35,0.1666711912118249,0.0972761647582409,Ranking,True,0.6069470076758701,0.9999998928571544,0.1,0,0,0,1,0,0.3,0.1,0.9999997857143202,0.09,0.29999996785714633,1.0,0.09155529651004818
1,2,Rachel Hunter,32.0,Safe,Model,35,0.1650356908978116,0.0851544379709736,Ranking,True,0.7044565279172715,0.8333332812500034,0.2,0,0,0,1,0,0.3,0.1666711912118249,0.6944443576388972,0.09,0.249999984375001,1.0,0.15776747319658507
1,3,Rachel Hunter,34.666666666666664,Safe,Model,35,0.1914846186724968,0.0898504807300181,Ranking,True,0.6703892388922422,0.9999999423076956,0.3,0,0,0,1,0,0.3,0.1650356908978116,0.9999998846153946,0.09,0.29999998269230865,1.0,0.16298400679753902
1,4,Rachel Hunter,33.33333333333333,Eliminated,Model,35,0.1288455429592077,0.0439853987911706,Ranking,True,0.6872605497499533,0.8333332291666795,0.4,0,0,0,1,0,0.3,0.1914846186724968,0.6944442708333656,0.09,0.24999996875000385,1.0,0.1878485976207042
1,1,Trista Sutter,24.0,Safe,TV Personality,32,0.1507864297823317,0.0962494334995742,Ranking,True,0.6069470076758701,0.7142856377551106,0.1,0,0,0,0,0,0.24,0.1,0.510203972303225,0.0576,0.17142855306122654,1.0,0.09554394037974255
1,2,Trista Sutter,25.33333333333333,Eliminated,TV Personality,32,0.0690215344087293,0.0316281352435016,Ranking,True,0.7044565279172715,0.41666664062500147,0.2,0,0,0,0,0,0.24,0.1507864297823317,0.17361108940972414,0.0576,0.09999999375000035,1.0,0.14304434062976892
2,1,Drew Lachey,32.0,Safe,Singer/Rapper,29,0.1293115899509428,0.0720469458238144,Ranking,True,0.7583147001226075,0.9999999375000038,0.1,0,0,1,0,0,0.18,0.1,0.9999998750000115,0.0324,0.17999998875000067,1.0,0.10445233826368223
2,2,Drew Lachey,36.0,Safe,Singer/Rapper,29,0.1432956701169204,0.0726828010881966,Ranking,True,0.7583005546771238,0.8461537973372814,0.2,0,0,1,0,0,0.18,0.1293115899509428,0.715976248748301,0.0324,0.15230768352071064,1.0,0.13250355412837472
2,3,Drew Lachey,36.0,Safe,Singer/Rapper,29,0.1504672020855719,0.07304808983572,Ranking,True,0.7597648936455406,0.9999999423076956,0.3,0,0,1,0,0,0.18,0.1432956701169204,0.9999998846153946,0.0324,0.17999998961538521,1.0,0.15353279438658804
2,4,Drew Lachey,37.33333333333333,Safe,Singer/Rapper,29,0.1706081811414597,0.0765001120732603,Ranking,True,0.735337532007955,0.9999999625000013,0.4,0,0,1,0,0,0.18,0.1504672020855719,0.9999999250000041,0.0324,0.17999999325000024,1.0,0.1631917086630134
2,5,Drew Lachey,36.0,Safe,Singer/Rapper,29,0.1982552300132018,0.0889010233925338,Ranking,True,0.6947818362822836,0.6249999414062557,0.5,0,0,1,0,0,0.18,0.1706081811414597,0.39062492675782307,0.0324,0.11249998945312602,1.0,0.17606770200426924
2,6,Drew Lachey,40.0,Safe,Singer/Rapper,29,0.2442704886459188,0.1000149029171147,Ranking,True,0.6810299248421516,0.9999998928571544,0.6,0,0,1,0,0,0.18,0.1982552300132018,0.9999997857143202,0.0324,0.1799999807142878,1.0,0.2168902054897195
2,7,Drew Lachey,36.66666666666666,Safe,Singer/Rapper,29,0.2904710004325048,0.1063983812504458,Ranking,True,0.6552018079782157,0.9999998928571544,0.7,0,0,1,0,0,0.18,0.2442704886459188,0.9999997857143202,0.0324,0.1799999807142878,1.0,0.26647959740191457
2,8,Drew Lachey,38.6664,Safe,Singer/Rapper,29,0.3663066942602244,0.1253990571992214,Ranking,True,0.5135431818892502,0.9999996785531634,0.8,0,0,1,0,0,0.18,0.2904710004325048,0.9999993571064302,0.0324,0.1799999421395694,1.0,0.31625941909983224
2,1,George Hamilton,24.0,Safe,Actor/Actress,66,0.1064755776384553,0.0613757857680317,Ranking,True,0.7583147001226075,0.4999999687500019,0.1,0,1,0,0,0,0.92,0.1,0.24999996875000288,0.8464,0.4599999712500018,1.0,0.08815861924769133
2,2,George Hamilton,29.33333333333333,Safe,Actor/Actress,66,0.1093800651089963,0.0651891243651628,Ranking,True,0.7583005546771238,0.46153843491124424,0.2,0,1,0,0,0,0.92,0.1064755776384553,0.21301772690032084,0.8464,0.4246153601183447,1.0,0.09637908991248612
2,3,George Hamilton,29.33333333333333,Safe,Actor/Actress,66,0.1185606360317912,0.0624794674287988,Ranking,True,0.7597648936455406,0.6153845798816586,0.3,0,1,0,0,0,0.92,0.1093800651089963,0.37869818115612547,0.8464,0.5661538134911259,1.0,0.10465704650561394
2,4,George Hamilton,28.0,Safe,Actor/Actress,66,0.1581561311743752,0.0630423907740561,Ranking,True,0.735337532007955,0.649999975625001,0.4,0,1,0,0,0,0.92,0.1185606360317912,0.4224999683125019,0.8464,0.5979999775750009,1.0,0.11709911167229343
2,5,George Hamilton,32.0,Safe,Actor/Actress,66,0.1649625945616073,0.0817421696527942,Ranking,True,0.6947818362822836,0.24999997656250256,0.5,0,1,0,0,0,0.92,0.1581561311743752,0.06249998828125183,0.8464,0.22999997843750236,1.0,0.1527269924513798
2,6,George Hamilton,30.666666666666664,Eliminated,Actor/Actress,66,0.0924630547847401,0.0405443743620842,Ranking,True,0.6810299248421516,0.0,0.6,0,1,0,0,0,0.92,0.1649625945616073,0.0,0.8464,0.0,1.0,0.15844735347197186
2,1,Giselle Fernandez,30.666666666666664,Safe,News Anchor,44,0.0890378895916643,0.062040536398138,Ranking,True,0.7583147001226075,0.9166666093750033,0.1,0,0,0,0,0,0.48,0.1,0.840277672743065,0.2304,0.43999997250000156,1.0,0.09963278647224066
2,2,Giselle Fernandez,32.0,Safe,News Anchor,44,0.088331572114499,0.0605661973506097,Ranking,True,0.7583005546771238,0.6153845798816593,0.2,0,0,0,0,0,0.48,0.0890378895916643,0.3786981811561263,0.2304,0.29538459834319647,1.0,0.08318375210243192
2,3,Giselle Fernandez,29.33333333333333,Eliminated,News Anchor,44,0.0386605295811284,0.0208426481115175,Ranking,True,0.7597648936455406,0.6153845798816586,0.3,0,0,0,0,0,0.48,0.088331572114499,0.37869818115612547,0.2304,0.29538459834319614,1.0,0.08474441356335746
2,1,Jerry Rice,28.0,Safe,Athlete,43,0.1043221832815437,0.0641792133913955,Ranking,True,0.7583147001226075,0.7499999531250029,0.1,1,0,0,0,0,0.46,0.1,0.5624999296875065,0.2116,0.34499997843750135,1.0,0.09943695619263365
2,2,Jerry Rice,30.666666666666664,Safe,Athlete,43,0.1113180878723687,0.0654418402961869,Ranking,True,0.7583005546771238,0.5384615073964517,0.2,1,0,0,0,0,0.46,0.1043221832815437,0.289940794947659,0.2116,0.24769229340236779,1.0,0.10123069619740038
2,3,Jerry Rice,25.33333333333333,Safe,Athlete,43,0.1349371678309823,0.0588386835490594,Ranking,True,0.7597648936455406,0.38461536242603656,0.3,1,0,0,0,0,0.46,0.1113180878723687,0.14792897701411145,0.2116,0.17692306671597682,1.0,0.10747826685926326
2,4,Jerry Rice,32.0,Safe,Athlete,43,0.1497275136155728,0.0704518551693403,Ranking,True,0.735337532007955,0.7999999700000012,0.4,1,0,0,0,0,0.46,0.1349371678309823,0.6399999520000028,0.2116,0.3679999862000006,1.0,0.14346205302376897
2,5,Jerry Rice,30.666666666666664,Safe,Athlete,43,0.1818686928399155,0.0750979091473345,Ranking,True,0.6947818362822836,0.12499998828125128,0.5,1,0,0,0,0,0.46,0.1497275136155728,0.015624997070312957,0.2116,0.05749999460937559,1.0,0.14676949951918744
2,6,Jerry Rice,30.666666666666664,Safe,Athlete,43,0.2034458027056826,0.0794736779293405,Ranking,True,0.6810299248421516,0.0,0.6,1,0,0,0,0,0.46,0.1818686928399155,0.0,0.2116,0.0,1.0,0.18010889709212752
2,7,Jerry Rice,27.33333333333333,Safe,Athlete,43,0.2647804081946304,0.0821873867714389,Ranking,True,0.6552018079782157,0.0,0.7,1,0,0,0,0,0.46,0.2034458027056826,0.0,0.2116,0.0,1.0,0.20457642117402056
2,8,Jerry Rice,35.55546666666667,Safe,Athlete,43,0.2682840878359268,0.1146381973853931,Ranking,True,0.5135431818892502,0.0,0.8,1,0,0,0,0,0.46,0.2647804081946304,0.0,0.2116,0.0,1.0,0.26991375744316526
2,1,Kenny Mayne,17.333333333333332,Eliminated,Sports Broadcaster,46,0.025055207935474,0.0184334814846267,Ranking,True,0.7583147001226075,0.08333332812500024,0.1,0,0,0,0,0,0.52,0.1,0.006944443576388956,0.27040000000000003,0.04333333062500013,1.0,0.08178361896628818
2,1,Lisa Rinna,25.33333333333333,Safe,Actor/Actress,42,0.1025476746541167,0.0631480509065382,Ranking,True,0.7583147001226075,0.5833332968750019,0.1,0,1,0,0,0,0.44,0.1,0.3402777352430591,0.1936,0.2566666506250008,1.0,0.09119900007079709
2,2,Lisa Rinna,26.666666666666664,Safe,Actor/Actress,42,0.1223122842772457,0.0615370827210736,Ranking,True,0.7583005546771238,0.30769228994082964,0.2,0,1,0,0,0,0.44,0.1025476746541167,0.09467454528903158,0.1936,0.13538460757396503,1.0,0.09034327748781881
2,3,Lisa Rinna,33.33333333333333,Safe,Actor/Actress,42,0.1289688569051556,0.0667298566408958,Ranking,True,0.7597648936455406,0.8461537973372806,0.3,0,1,0,0,0,0.44,0.1223122842772457,0.7159762487482997,0.1936,0.37230767082840344,1.0,0.12510648452538609
2,4,Lisa Rinna,34.666666666666664,Safe,Actor/Actress,42,0.1410545928093215,0.0726379061113986,Ranking,True,0.735337532007955,0.8999999662500013,0.4,0,1,0,0,0,0.44,0.1289688569051556,0.8099999392500036,0.1936,0.39599998515000057,1.0,0.13565566003315224
2,5,Lisa Rinna,33.33333333333333,Safe,Actor/Actress,42,0.1590424293220557,0.0821325457860086,Ranking,True,0.6947818362822836,0.37499996484375314,0.5,0,1,0,0,0,0.44,0.1410545928093215,0.1406249736328161,0.1936,0.1649999845312514,1.0,0.1381050241820643
2,6,Lisa Rinna,36.0,Safe,Actor/Actress,42,0.2125537324765794,0.0807608985372057,Ranking,True,0.6810299248421516,0.5714285102040884,0.6,0,1,0,0,0,0.44,0.1590424293220557,0.3265305422740639,0.1936,0.2514285444897989,1.0,0.16305810130637063
2,7,Lisa Rinna,35.33333333333333,Eliminated,Actor/Actress,42,0.1495254001017912,0.0513314263349774,Ranking,True,0.6552018079782157,0.8571427653061328,0.7,0,1,0,0,0,0.44,0.2125537324765794,0.7346937201166441,0.1936,0.3771428167346984,1.0,0.22730633582495854
2,1,Master P,16.0,Safe,Singer/Rapper,35,0.1031767539013843,0.0583568545141614,Ranking,True,0.7583147001226075,0.0,0.1,0,0,1,0,0,0.3,0.1,0.0,0.09,0.0,1.0,0.08136528323474534
2,2,Master P,21.33333333333333,Safe,Singer/Rapper,35,0.1243225266737796,0.0607485813113128,Ranking,True,0.7583005546771238,0.0,0.2,0,0,1,0,0,0.3,0.1031767539013843,0.0,0.09,0.0,1.0,0.08691765482387333
2,3,Master P,18.666666666666664,Safe,Singer/Rapper,35,0.1560625780559915,0.0550430695838323,Ranking,True,0.7597648936455406,0.0,0.3,0,0,1,0,0,0.3,0.1243225266737796,0.0,0.09,0.0,1.0,0.11094177406551724
2,4,Master P,10.666666666666666,Eliminated,Singer/Rapper,35,0.075538941678476,0.0331173027368448,Ranking,True,0.735337532007955,0.0,0.4,0,0,1,0,0,0.3,0.1560625780559915,0.0,0.09,0.0,1.0,0.14585657367461793
2,1,Stacy Keibler,29.33333333333333,Safe,Athlete,26,0.1245739020261089,0.0715083972679548,Ranking,True,0.7583147001226075,0.8333332812500029,0.1,1,0,0,0,0,0.12,0.1,0.6944443576388966,0.0144,0.09999999375000035,1.0,0.1033048888604404
2,2,Stacy Keibler,38.66666666666666,Safe,Athlete,26,0.1479765874929667,0.0720875389515434,Ranking,True,0.7583005546771238,0.9999999423076956,0.2,1,0,0,0,0,0.12,0.1245739020261089,0.9999998846153946,0.0144,0.11999999307692347,1.0,0.13562371549359512
2,3,Stacy Keibler,36.0,Safe,Athlete,26,0.1514079764937761,0.0759528809464787,Ranking,True,0.7597648936455406,0.9999999423076956,0.3,1,0,0,0,0,0.12,0.1479765874929667,0.9999998846153946,0.0144,0.11999999307692347,1.0,0.16196789027444974
2,4,Stacy Keibler,34.666666666666664,Safe,Athlete,26,0.1668848790808582,0.0764123165542067,Ranking,True,0.735337532007955,0.8999999662500013,0.4,1,0,0,0,0,0.12,0.1514079764937761,0.8099999392500036,0.0144,0.10799999595000016,1.0,0.16487703376469287
2,5,Stacy Keibler,40.0,Safe,Athlete,26,0.2150202649924099,0.0913460640969996,Ranking,True,0.6947818362822836,0.9999999062500089,0.5,1,0,0,0,0,0.12,0.1668848790808582,0.9999998125000266,0.0144,0.11999998875000106,1.0,0.18597866801917223
2,6,Stacy Keibler,40.0,Safe,Athlete,26,0.2472669213870785,0.0979187402015651,Ranking,True,0.6810299248421516,0.9999998928571544,0.6,1,0,0,0,0,0.12,0.2150202649924099,0.9999997857143202,0.0144,0.11999998714285852,1.0,0.23774750273913547
2,7,Stacy Keibler,36.66666666666666,Safe,Athlete,26,0.2952231912710739,0.104880997664922,Ranking,True,0.6552018079782157,0.9999998928571544,0.7,1,0,0,0,0,0.12,0.2472669213870785,0.9999997857143202,0.0144,0.11999998714285852,1.0,0.2731830809181055
2,8,Stacy Keibler,38.222,Safe,Athlete,26,0.3654092179038472,0.1248053589984477,Ranking,True,0.5135431818892502,0.8571487044138825,0.8,1,0,0,0,0,0.12,0.2952231912710739,0.7347039014783973,0.0144,0.1028578445296659,1.0,0.32065708281796773
2,1,Tatum O'Neal,30.666666666666664,Safe,Actor/Actress,42,0.1116118005454672,0.0671660246428264,Ranking,True,0.7583147001226075,0.9166666093750033,0.1,0,1,0,0,0,0.44,0.1,0.840277672743065,0.1936,0.40333330812500146,1.0,0.09946302159880646
2,2,Tatum O'Neal,22.666666666666664,Eliminated,Actor/Actress,42,0.0441773584527156,0.0231467515134058,Ranking,True,0.7583005546771238,0.07692307248520751,0.2,0,1,0,0,0,0.44,0.1116118005454672,0.005917159080564488,0.1936,0.03384615189349131,1.0,0.09558402308047469
2,1,Tia Carrere,26.666666666666664,Safe,Actor/Actress,39,0.1038874204748422,0.0659579594959938,Ranking,True,0.7583147001226075,0.6666666250000024,0.1,0,1,0,0,0,0.38,0.1,0.4444443888888938,0.1444,0.25333331750000093,1.0,0.09337327212052342
2,2,Tia Carrere,29.33333333333333,Safe,Actor/Actress,39,0.1088858478905084,0.0624238343789796,Ranking,True,0.7583005546771238,0.46153843491124424,0.2,0,1,0,0,0,0.38,0.1038874204748422,0.21301772690032084,0.1444,0.1753846052662728,1.0,0.09499234985598284
2,3,Tia Carrere,34.666666666666664,Safe,Actor/Actress,39,0.1209350530156031,0.0675355166126158,Ranking,True,0.7597648936455406,0.923076869822488,0.3,0,1,0,0,0,0.38,0.1088858478905084,0.8520709076012826,0.1444,0.35076921053254545,1.0,0.11366699592618229
2,4,Tia Carrere,33.33333333333333,Safe,Actor/Actress,39,0.138029760499937,0.0709974355669715,Ranking,True,0.735337532007955,0.8499999681250011,0.4,0,1,0,0,0,0.38,0.1209350530156031,0.7224999458125029,0.1444,0.32299998788750045,1.0,0.12637751367308814
2,5,Tia Carrere,29.33333333333333,Eliminated,Actor/Actress,39,0.0808507882708092,0.0386075335009036,Ranking,True,0.6947818362822836,0.0,0.5,0,1,0,0,0,0.38,0.138029760499937,0.0,0.1444,0.0,1.0,0.12842204930827256
3,1,Emmitt Smith,32.0,Safe,Athlete,37,0.1026462177382938,0.062487213574681,Percentage,True,0.7735322372663231,0.8571428112244923,0.1,1,0,0,0,0,0.34,0.1,0.7346937988338257,0.11560000000000002,0.29142855581632743,1.0,0.10276235810351436
3,2,Emmitt Smith,32.0,Safe,Athlete,37,0.1015181323560979,0.0574527442516458,Percentage,True,0.7841148673664319,0.4999999625000034,0.2,1,0,0,0,0,0.34,0.1026462177382938,0.2499999625000048,0.11560000000000002,0.16999998725000118,1.0,0.0990509452089792
3,3,Emmitt Smith,25.33333333333333,Safe,Athlete,37,0.1105918126885217,0.0520806737079098,Percentage,True,0.7782391547618717,0.0,0.3,1,0,0,0,0,0.34,0.1015181323560979,0.0,0.11560000000000002,0.0,1.0,0.09071002797198421
3,4,Emmitt Smith,32.0,Safe,Athlete,37,0.12436256039179,0.0607556573790947,Percentage,True,0.7668306516183148,0.444444407407411,0.4,1,0,0,0,0,0.34,0.1105918126885217,0.1975308312757247,0.11560000000000002,0.15111109851851975,1.0,0.11058258613571745
3,5,Emmitt Smith,36.0,Safe,Athlete,37,0.1538948030837421,0.0641520343710432,Percentage,True,0.7700557173140137,0.9999997500000625,0.5,1,0,0,0,0,0.34,0.12436256039179,0.9999995000001874,0.11560000000000002,0.33999991500002125,1.0,0.14089713166984397
3,6,Emmitt Smith,33.33333333333333,Safe,Athlete,37,0.1631603722215272,0.0796991045729953,Percentage,True,0.6785275625464708,0.8928571189413272,0.6,1,0,0,0,0,0.34,0.1538948030837421,0.7971938348442074,0.11560000000000002,0.3035714204400513,1.0,0.17056017455865538
3,7,Emmitt Smith,38.0,Safe,Athlete,37,0.1508138000164717,0.0680111744627904,Percentage,True,0.7563031525326958,0.9999999736842113,0.7,1,0,0,0,0,0.34,0.1631603722215272,0.9999999473684233,0.11560000000000002,0.3399999910526319,1.0,0.18535389677401612
3,8,Emmitt Smith,36.0,Safe,Athlete,37,0.1714416448342228,0.0638509304592689,Percentage,True,0.7768328376631397,0.9473683961218844,0.8,1,0,0,0,0,0.34,0.1508138000164717,0.8975068779705516,0.11560000000000002,0.3221052546814407,1.0,0.1734653772143764
3,9,Emmitt Smith,39.33333333333333,Safe,Athlete,37,0.2160368149942728,0.0961494606640516,Percentage,True,0.596715608898565,0.9999999745762719,0.9,1,0,0,0,0,0.34,0.1714416448342228,0.9999999491525444,0.11560000000000002,0.33999999135593245,1.0,0.19844033888726234
3,10,Emmitt Smith,39.55546666666667,Safe,Athlete,37,0.2335357788345646,0.097473139066862,Percentage,True,0.6008213114116874,0.999999974719045,1.0,1,0,0,0,0,0.34,0.2160368149942728,0.9999999494380907,0.11560000000000002,0.33999999140447534,1.0,0.2465699117616742
3,1,Harry Hamlin,22.666666666666664,Safe,Actor/Actress,54,0.0859037310467602,0.05617703562358,Percentage,True,0.7735322372663231,0.357142838010205,0.1,0,1,0,0,0,0.68,0.1,0.12755100674198355,0.4624000000000001,0.24285712984693944,1.0,0.08591540455189216
3,2,Harry Hamlin,28.0,Safe,Actor/Actress,54,0.0971429258276604,0.0545006408017753,Percentage,True,0.7841148673664319,0.19999998500000157,0.2,0,1,0,0,0,0.68,0.0859037310467602,0.03999999400000086,0.4624000000000001,0.13599998980000108,1.0,0.07096274264839185
3,3,Harry Hamlin,29.33333333333333,Eliminated,Actor/Actress,54,0.0315736341683033,0.0154888598821075,Percentage,True,0.7782391547618717,0.37499996484375314,0.3,0,1,0,0,0,0.68,0.0971429258276604,0.1406249736328161,0.4624000000000001,0.25499997609375213,1.0,0.08788419734791426
3,1,Jerry Springer,21.33333333333333,Safe,TV Personality,62,0.0671198805130027,0.0506127712101995,Percentage,True,0.7735322372663231,0.28571427040816383,0.1,0,0,0,0,0,0.84,0.1,0.08163264431486936,0.7055999999999999,0.2399999871428576,1.0,0.08482017131817289
3,2,Jerry Springer,25.33333333333333,Safe,TV Personality,62,0.0828639633450174,0.044542516070191,Percentage,True,0.7841148673664319,0.0,0.2,0,0,0,0,0,0.84,0.0671198805130027,0.0,0.7055999999999999,0.0,1.0,0.049047780955225065
3,3,Jerry Springer,28.0,Safe,TV Personality,62,0.0910497171511006,0.0471742698046996,Percentage,True,0.7782391547618717,0.24999997656250256,0.3,0,0,0,0,0,0.84,0.0828639633450174,0.06249998828125183,0.7055999999999999,0.20999998031250214,1.0,0.07118876555119262
3,4,Jerry Springer,29.33333333333333,Safe,TV Personality,62,0.1053112020689699,0.0492367455903588,Percentage,True,0.7668306516183148,0.22222220370370518,0.4,0,0,0,0,0,0.84,0.0910497171511006,0.04938270781893104,0.7055999999999999,0.18666665111111236,1.0,0.08144310147529563
3,5,Jerry Springer,32.0,Safe,TV Personality,62,0.1274257692379735,0.0497673770256622,Percentage,True,0.7700557173140137,0.0,0.5,0,0,0,0,0,0.84,0.1053112020689699,0.0,0.7055999999999999,0.0,1.0,0.09516782126332793
3,6,Jerry Springer,24.0,Safe,TV Personality,62,0.1157624312522617,0.0691944770612669,Percentage,True,0.6785275625464708,0.6428571256377557,0.6,0,0,0,0,0,0.84,0.1274257692379735,0.41326528398323714,0.7055999999999999,0.5399999855357147,1.0,0.13123748384785078
3,7,Jerry Springer,30.666666666666664,Eliminated,TV Personality,62,0.0532494949183619,0.026080032282113,Percentage,True,0.7563031525326958,0.8070175226223459,0.7,0,0,0,0,0,0.84,0.1157624312522617,0.6512772818195086,0.7055999999999999,0.6778947190027705,1.0,0.12520251577548508
3,1,Joey Lawrence,28.0,Safe,Actor/Actress,30,0.1079660208152394,0.0639153739846972,Percentage,True,0.7735322372663231,0.6428571084183692,0.1,0,1,0,0,0,0.2,0.1,0.41326526184402684,0.04000000000000001,0.12857142168367383,1.0,0.09355710699162542
3,2,Joey Lawrence,38.66666666666666,Safe,Actor/Actress,30,0.132530944310894,0.0677442831733105,Percentage,True,0.7841148673664319,0.9999999250000057,0.2,0,1,0,0,0,0.2,0.1079660208152394,0.999999850000017,0.04000000000000001,0.19999998500000116,1.0,0.113669015591427
3,3,Joey Lawrence,29.33333333333333,Safe,Actor/Actress,30,0.1274094810778123,0.0634222904080278,Percentage,True,0.7782391547618717,0.37499996484375314,0.3,0,1,0,0,0,0.2,0.132530944310894,0.1406249736328161,0.04000000000000001,0.07499999296875064,1.0,0.12541389318268834
