season,week,name,score,status,est_vote_share,est_vote_std,method_used,is_consistent,certainty_score,age,industry,Ind_Actor/Actress,Ind_Athlete,Ind_Model,Ind_Singer/Rapper,Ind_TV Personality,Ind_News Anchor,Ind_Sports Broadcaster,Ind_Beauty Pagent,Ind_Racing Driver,Ind_Magician,Ind_Radio Personality,Ind_Comedian,Ind_Entrepreneur,Ind_Politician,Ind_Astronaut,Ind_Fashion Designer,Ind_Social Media Personality,Ind_Motivational Speaker,Ind_Military,Ind_Journalist,Ind_Musician,Ind_Producer,Ind_Fitness Instructor,Ind_Con artist,Ind_Conservationist,Ind_Social media personality
2,2,Tatum O'Neal,22.666666666666664,Eliminated,0.043614987942942,0.0225760557102367,Ranking,True,0.7567778487313724,42,Actor/Actress,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,Tia Carrere,29.33333333333333,Safe,0.110247424556393,0.0636767629123643,Ranking,True,0.7567778487313724,39,Actor/Actress,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,George Hamilton,29.33333333333333,Safe,0.1116428909064422,0.0657981941607713,Ranking,True,0.7567778487313724,66,Actor/Actress,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,Lisa Rinna,26.666666666666664,Safe,0.1225503989108031,0.0610111110722748,Ranking,True,0.7567778487313724,42,Actor/Actress,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,Stacy Keibler,38.66666666666666,Safe,0.1474745314201337,0.0756466670641201,Ranking,True,0.7567778487313724,26,Athlete,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,Jerry Rice,30.666666666666664,Safe,0.1121311726898182,0.0662576432606562,Ranking,True,0.7567778487313724,43,Athlete,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,Giselle Fernandez,32.0,Safe,0.0870218636090666,0.0597535330875272,Ranking,True,0.7567778487313724,44,News Anchor,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,Master P,21.33333333333333,Safe,0.1223635751427551,0.0603353062627092,Ranking,True,0.7567778487313724,35,Singer/Rapper,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,Drew Lachey,36.0,Safe,0.142953154821646,0.0721945668237518,Ranking,True,0.7567778487313724,29,Singer/Rapper,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,Tia Carrere,34.666666666666664,Safe,0.1208085210660304,0.0665702863955154,Ranking,True,0.7591590988039733,39,Actor/Actress,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,George Hamilton,29.33333333333333,Safe,0.1181331164689231,0.0617834593438509,Ranking,True,0.7591590988039733,66,Actor/Actress,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,Lisa Rinna,33.33333333333333,Safe,0.125956849959251,0.0646915268207879,Ranking,True,0.7591590988039733,42,Actor/Actress,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,Stacy Keibler,36.0,Safe,0.1521117111482366,0.0768328900450928,Ranking,True,0.7591590988039733,26,Athlete,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,Jerry Rice,25.33333333333333,Safe,0.1343741621293142,0.0570675191569727,Ranking,True,0.7591590988039733,43,Athlete,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,Giselle Fernandez,29.33333333333333,Eliminated,0.0387890235135495,0.0208646004604525,Ranking,True,0.7591590988039733,44,News Anchor,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,Master P,18.666666666666664,Safe,0.1588719758882418,0.0579532715030536,Ranking,True,0.7591590988039733,35,Singer/Rapper,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,Drew Lachey,36.0,Safe,0.1509546398264529,0.0759182486663272,Ranking,True,0.7591590988039733,29,Singer/Rapper,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,Tia Carrere,33.33333333333333,Safe,0.1388918067000032,0.0729317673622692,Ranking,True,0.7353105887910585,39,Actor/Actress,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,George Hamilton,28.0,Safe,0.1585094174421447,0.0633709502351006,Ranking,True,0.7353105887910585,66,Actor/Actress,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,Lisa Rinna,34.666666666666664,Safe,0.1407483600234388,0.0713279281801435,Ranking,True,0.7353105887910585,42,Actor/Actress,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,Stacy Keibler,34.666666666666664,Safe,0.1693251939815975,0.0771780919979453,Ranking,True,0.7353105887910585,26,Athlete,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,Jerry Rice,32.0,Safe,0.1482259417737299,0.0703463234376036,Ranking,True,0.7353105887910585,43,Athlete,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,Master P,10.666666666666666,Eliminated,0.0753801420530553,0.0325885101058882,Ranking,True,0.7353105887910585,35,Singer/Rapper,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,Drew Lachey,37.33333333333333,Safe,0.1689191380260302,0.0754628982966968,Ranking,True,0.7353105887910585,29,Singer/Rapper,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,Tia Carrere,29.33333333333333,Eliminated,0.0818832155507486,0.0376924152293204,Ranking,True,0.6937346885529374,39,Actor/Actress,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,George Hamilton,32.0,Safe,0.1637476657958078,0.0821545991796456,Ranking,True,0.6937346885529374,66,Actor/Actress,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,Lisa Rinna,33.33333333333333,Safe,0.156136139099398,0.0814448418169491,Ranking,True,0.6937346885529374,42,Actor/Actress,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,Stacy Keibler,40.0,Safe,0.2146583492558195,0.0916999578871687,Ranking,True,0.6937346885529374,26,Athlete,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,Jerry Rice,30.666666666666664,Safe,0.1825142677464634,0.0761554943111261,Ranking,True,0.6937346885529374,43,Athlete,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,Drew Lachey,36.0,Safe,0.201060362551764,0.0902506587463839,Ranking,True,0.6937346885529374,29,Singer/Rapper,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,George Hamilton,30.666666666666664,Eliminated,0.092379571375844,0.0414222371483719,Ranking,True,0.6783558034551549,66,Actor/Actress,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,Lisa Rinna,36.0,Safe,0.2112323955319873,0.0811368587010928,Ranking,True,0.6783558034551549,42,Actor/Actress,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,Stacy Keibler,40.0,Safe,0.253198370422156,0.0998482782726829,Ranking,True,0.6783558034551549,26,Athlete,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,Jerry Rice,30.666666666666664,Safe,0.2024948247701982,0.0803422719083448,Ranking,True,0.6783558034551549,43,Athlete,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,Drew Lachey,40.0,Safe,0.2406948378998144,0.0993055996505638,Ranking,True,0.6783558034551549,29,Singer/Rapper,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,Lisa Rinna,35.33333333333333,Eliminated,0.151915559857057,0.0518146849802754,Ranking,True,0.6555157909992904,42,Actor/Actress,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,Stacy Keibler,36.66666666666666,Safe,0.2955994417908522,0.1058217878100525,Ranking,True,0.6555157909992904,26,Athlete,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,Jerry Rice,27.33333333333333,Safe,0.2627864132830755,0.080735045222601,Ranking,True,0.6555157909992904,43,Athlete,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,Drew Lachey,36.66666666666666,Safe,0.2896985850690156,0.1061126909877805,Ranking,True,0.6555157909992904,29,Singer/Rapper,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8,Stacy Keibler,38.222,Safe,0.363969312842171,0.1246743146570673,Ranking,True,0.5136636247429609,26,Athlete,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8,Jerry Rice,35.55546666666667,Safe,0.2676019421366603,0.1150149465898548,Ranking,True,0.5136636247429609,43,Athlete,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8,Drew Lachey,38.6664,Safe,0.3684287450211688,0.1250630201958572,Ranking,True,0.5136636247429609,29,Singer/Rapper,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,Harry Hamlin,22.666666666666664,Safe,0.0874095292327385,0.0579811583506129,Percentage,True,0.7725918851925558,54,Actor/Actress,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,Vivica A. Fox,29.33333333333333,Safe,0.095455001491838,0.0610827373920246,Percentage,True,0.7725918851925558,42,Actor/Actress,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,Monique Coleman,25.33333333333333,Safe,0.1035489660258291,0.0630664791239143,Percentage,True,0.7725918851925558,25,Actor/Actress,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,Joey Lawrence,28.0,Safe,0.1088206340393463,0.063775317299368,Percentage,True,0.7725918851925558,30,Actor/Actress,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,Mario Lopez,34.666666666666664,Safe,0.1214712004814878,0.06828820184019,Percentage,True,0.7725918851925558,32,Actor/Actress,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,Emmitt Smith,32.0,Safe,0.1034040946209922,0.0641615733659645,Percentage,True,0.7725918851925558,37,Athlete,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,Shanna Moakler,24.0,Safe,0.081082433222548,0.055303546905472,Percentage,True,0.7725918851925558,31,Model,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,Willa Ford,29.33333333333333,Safe,0.1136023771435591,0.0666317542636915,Percentage,True,0.7725918851925558,25,Singer/Rapper,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,Sara Evans,20.0,Safe,0.0973569158778541,0.0597128148357921,Percentage,True,0.7725918851925558,35,Singer/Rapper,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,Jerry Springer,21.33333333333333,Safe,0.0665709294715726,0.0502916004081588,Percentage,True,0.7725918851925558,62,TV Personality,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,Tucker Carlson,16.0,Eliminated,0.0212779183922332,0.0150771319352824,Percentage,True,0.7725918851925558,37,TV Personality,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,Harry Hamlin,28.0,Safe,0.0954181927960966,0.0528190736240372,Percentage,True,0.7830512522187778,54,Actor/Actress,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,Vivica A. Fox,32.0,Safe,0.1031915811364583,0.0599682245630278,Percentage,True,0.7830512522187778,42,Actor/Actress,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,Monique Coleman,34.666666666666664,Safe,0.1214428845518903,0.0648293376811975,Percentage,True,0.7830512522187778,25,Actor/Actress,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,Joey Lawrence,38.66666666666666,Safe,0.1331035326773236,0.0679879316148884,Percentage,True,0.7830512522187778,30,Actor/Actress,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,Mario Lopez,28.0,Safe,0.1162715461222594,0.0614671845863074,Percentage,True,0.7830512522187778,32,Actor/Actress,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,Emmitt Smith,32.0,Safe,0.1046175376414343,0.0595105108576189,Percentage,True,0.7830512522187778,37,Athlete,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,Shanna Moakler,29.33333333333333,Eliminated,0.0220667542140981,0.0125257379156433,Percentage,True,0.7830512522187778,31,Model,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,Willa Ford,30.666666666666664,Safe,0.1145374558695663,0.0626874734053329,Percentage,True,0.7830512522187778,25,Singer/Rapper,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,Sara Evans,28.0,Safe,0.1081829915957604,0.0580503855860556,Percentage,True,0.7830512522187778,35,Singer/Rapper,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,Jerry Springer,25.33333333333333,Safe,0.0811675233951124,0.0425260096189459,Percentage,True,0.7830512522187778,62,TV Personality,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,Harry Hamlin,29.33333333333333,Eliminated,0.0316039222688377,0.0153244917362709,Percentage,True,0.7780283982817023,54,Actor/Actress,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,Vivica A. Fox,36.0,Safe,0.1208958755541717,0.0647336559229555,Percentage,True,0.7780283982817023,42,Actor/Actress,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,Monique Coleman,36.0,Safe,0.1411394666256354,0.0683835165659323,Percentage,True,0.7780283982817023,25,Actor/Actress,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,Joey Lawrence,29.33333333333333,Safe,0.1270546416501502,0.0612010709179681,Percentage,True,0.7780283982817023,30,Actor/Actress,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,Mario Lopez,29.33333333333333,Safe,0.1254913700839743,0.0627009247545455,Percentage,True,0.7780283982817023,32,Actor/Actress,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,Emmitt Smith,25.33333333333333,Safe,0.1108340411917941,0.0522868373754793,Percentage,True,0.7780283982817023,37,Athlete,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,Willa Ford,29.33333333333333,Safe,0.1255976204161195,0.0620948928860932,Percentage,True,0.7780283982817023,25,Singer/Rapper,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,Sara Evans,33.33333333333333,Safe,0.1284614517915395,0.0647510296727892,Percentage,True,0.7780283982817023,35,Singer/Rapper,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,Jerry Springer,28.0,Safe,0.0889216104177785,0.0479596840341354,Percentage,True,0.7780283982817023,62,TV Personality,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,Vivica A. Fox,32.0,Eliminated,0.0396899202737197,0.0182311252584382,Percentage,True,0.7669632555930126,42,Actor/Actress,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,Monique Coleman,32.0,Safe,0.1408321710359416,0.0652780460644579,Percentage,True,0.7669632555930126,25,Actor/Actress,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,Joey Lawrence,36.0,Safe,0.1466130220204926,0.0673382511783028,Percentage,True,0.7669632555930126,30,Actor/Actress,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,Mario Lopez,38.66666666666666,Safe,0.1546594067138202,0.0723203539920896,Percentage,True,0.7669632555930126,32,Actor/Actress,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
