Weights,Fairness_Penalty,Retention_Penalty,Final_Score
"[np.float64(0.1), np.float64(0.15), np.float64(0.15)]",0.4591194968553459,0.48427672955974843,0.8465408805031447
"[np.float64(0.1), np.float64(0.75), np.float64(0.85)]",0.29559748427672955,0.6886792452830188,0.8465408805031447
"[np.float64(0.1), np.float64(0.8), np.float64(0.85)]",0.29559748427672955,0.6886792452830188,0.8465408805031447
"[np.float64(0.2), np.float64(0.2), np.float64(0.5)]",0.3742138364779874,0.5911949685534591,0.8471698113207546
"[np.float64(0.2), np.float64(0.2), np.float64(0.45)]",0.3742138364779874,0.5911949685534591,0.8471698113207546
"[np.float64(0.3), np.float64(0.3), np.float64(0.55)]",0.3490566037735849,0.6226415094339622,0.8471698113207546
"[np.float64(0.3), np.float64(0.3), np.float64(0.6)]",0.3490566037735849,0.6226415094339622,0.8471698113207546
"[np.float64(0.1), np.float64(0.5), np.float64(0.75)]",0.3238993710691824,0.6540880503144654,0.8471698113207546
"[np.float64(0.1), np.float64(0.5), np.float64(0.8)]",0.3238993710691824,0.6540880503144654,0.8471698113207546
"[np.float64(0.1), np.float64(0.65), np.float64(0.75)]",0.3113207547169811,0.6698113207547169,0.8471698113207546
"[np.float64(0.1), np.float64(0.65), np.float64(0.8)]",0.3113207547169811,0.6698113207547169,0.8471698113207546
"[np.float64(0.1), np.float64(0.4), np.float64(0.8)]",0.33647798742138363,0.6383647798742138,0.8471698113207546
"[np.float64(0.1), np.float64(0.4), np.float64(0.75)]",0.33647798742138363,0.6383647798742138,0.8471698113207546
"[np.float64(0.1), np.float64(0.35), np.float64(0.8)]",0.3522012578616352,0.6194968553459119,0.8477987421383648
"[np.float64(0.2), np.float64(0.2), np.float64(0.7)]",0.36477987421383645,0.6037735849056604,0.8477987421383648
"[np.float64(0.2), np.float64(0.25), np.float64(0.5)]",0.36477987421383645,0.6037735849056604,0.8477987421383648
"[np.float64(0.1), np.float64(0.35), np.float64(0.75)]",0.3522012578616352,0.6194968553459119,0.8477987421383648
"[np.float64(0.2), np.float64(0.25), np.float64(0.45)]",0.36477987421383645,0.6037735849056604,0.8477987421383648
"[np.float64(0.2), np.float64(0.2), np.float64(0.65)]",0.36477987421383645,0.6037735849056604,0.8477987421383648
"[np.float64(0.1), np.float64(0.6), np.float64(0.65)]",0.31446540880503143,0.6666666666666666,0.8477987421383648
"[np.float64(0.1), np.float64(0.6), np.float64(0.7)]",0.31446540880503143,0.6666666666666666,0.8477987421383648
"[np.float64(0.2), np.float64(0.2), np.float64(0.4)]",0.37735849056603776,0.5880503144654088,0.8477987421383648
"[np.float64(0.15), np.float64(0.3), np.float64(0.75)]",0.3522012578616352,0.6194968553459119,0.8477987421383648
"[np.float64(0.2), np.float64(0.2), np.float64(0.3)]",0.37735849056603776,0.5880503144654088,0.8477987421383648
"[np.float64(0.15), np.float64(0.3), np.float64(0.8)]",0.3522012578616352,0.6194968553459119,0.8477987421383648
"[np.float64(0.2), np.float64(0.2), np.float64(0.35)]",0.37735849056603776,0.5880503144654088,0.8477987421383648
"[np.float64(0.2), np.float64(0.25), np.float64(0.4)]",0.36792452830188677,0.60062893081761,0.8484276729559748
"[np.float64(0.3), np.float64(0.3), np.float64(0.75)]",0.34276729559748426,0.6320754716981132,0.8484276729559748
"[np.float64(0.3), np.float64(0.3), np.float64(0.8)]",0.34276729559748426,0.6320754716981132,0.8484276729559748
"[np.float64(0.2), np.float64(0.25), np.float64(0.35)]",0.36792452830188677,0.60062893081761,0.8484276729559748
"[np.float64(0.2), np.float64(0.25), np.float64(0.7)]",0.3553459119496855,0.6163522012578616,0.8484276729559748
"[np.float64(0.2), np.float64(0.25), np.float64(0.3)]",0.36792452830188677,0.60062893081761,0.8484276729559748
"[np.float64(0.2), np.float64(0.25), np.float64(0.65)]",0.3553459119496855,0.6163522012578616,0.8484276729559748
"[np.float64(0.1), np.float64(0.85), np.float64(0.85)]",0.29245283018867924,0.6949685534591195,0.8484276729559748
"[np.float64(0.1), np.float64(0.6), np.float64(0.6)]",0.32075471698113206,0.660377358490566,0.8490566037735849
"[np.float64(0.2), np.float64(0.2), np.float64(0.25)]",0.3836477987421384,0.5817610062893082,0.8490566037735849
"[np.float64(0.1), np.float64(0.75), np.float64(0.9)]",0.29559748427672955,0.6918238993710691,0.8490566037735849
"[np.float64(0.2), np.float64(0.2), np.float64(0.6)]",0.3710691823899371,0.5974842767295597,0.8490566037735849
"[np.float64(0.1), np.float64(0.7), np.float64(0.8)]",0.3081761006289308,0.6761006289308176,0.8490566037735849
"[np.float64(0.1), np.float64(0.7), np.float64(0.75)]",0.3081761006289308,0.6761006289308176,0.8490566037735849
"[np.float64(0.2), np.float64(0.2), np.float64(0.55)]",0.3710691823899371,0.5974842767295597,0.8490566037735849
"[np.float64(0.1), np.float64(0.8), np.float64(0.9)]",0.29559748427672955,0.6918238993710691,0.8490566037735849
"[np.float64(0.2), np.float64(0.25), np.float64(0.55)]",0.36163522012578614,0.610062893081761,0.8496855345911949
"[np.float64(0.2), np.float64(0.25), np.float64(0.6)]",0.36163522012578614,0.610062893081761,0.8496855345911949
"[np.float64(0.2), np.float64(0.3), np.float64(0.45)]",0.36163522012578614,0.610062893081761,0.8496855345911949
"[np.float64(0.25), np.float64(0.25), np.float64(0.5)]",0.36163522012578614,0.610062893081761,0.8496855345911949
"[np.float64(0.25), np.float64(0.25), np.float64(0.45)]",0.36163522012578614,0.610062893081761,0.8496855345911949
"[np.float64(0.2), np.float64(0.3), np.float64(0.5)]",0.36163522012578614,0.610062893081761,0.8496855345911949
"[np.float64(0.15), np.float64(0.2), np.float64(0.85)]",0.36163522012578614,0.610062893081761,0.8496855345911949
"[np.float64(0.2), np.float64(0.25), np.float64(0.25)]",0.3742138364779874,0.5943396226415094,0.8496855345911949
"[np.float64(0.2), np.float64(0.2), np.float64(0.2)]",0.39937106918238996,0.5628930817610063,0.849685534591195
"[np.float64(0.15), np.float64(0.25), np.float64(0.85)]",0.3522012578616352,0.6226415094339622,0.8503144654088051
"[np.float64(0.25), np.float64(0.25), np.float64(0.3)]",0.36477987421383645,0.6069182389937107,0.8503144654088051
"[np.float64(0.2), np.float64(0.3), np.float64(0.35)]",0.36477987421383645,0.6069182389937107,0.8503144654088051
"[np.float64(0.2), np.float64(0.3), np.float64(0.4)]",0.36477987421383645,0.6069182389937107,0.8503144654088051
"[np.float64(0.2), np.float64(0.3), np.float64(0.3)]",0.36477987421383645,0.6069182389937107,0.8503144654088051
"[np.float64(0.25), np.float64(0.25), np.float64(0.7)]",0.3522012578616352,0.6226415094339622,0.8503144654088051
"[np.float64(0.25), np.float64(0.25), np.float64(0.65)]",0.3522012578616352,0.6226415094339622,0.8503144654088051
"[np.float64(0.25), np.float64(0.25), np.float64(0.4)]",0.36477987421383645,0.6069182389937107,0.8503144654088051
"[np.float64(0.15), np.float64(0.15), np.float64(0.85)]",0.4025157232704403,0.559748427672956,0.8503144654088051
"[np.float64(0.1), np.float64(0.6), np.float64(0.75)]",0.31446540880503143,0.6698113207547169,0.8503144654088051
"[np.float64(0.25), np.float64(0.25), np.float64(0.35)]",0.36477987421383645,0.6069182389937107,0.8503144654088051
"[np.float64(0.1), np.float64(0.55), np.float64(0.85)]",0.31446540880503143,0.6698113207547169,0.8503144654088051
"[np.float64(0.2), np.float64(0.3), np.float64(0.65)]",0.3522012578616352,0.6226415094339622,0.8503144654088051
"[np.float64(0.2), np.float64(0.3), np.float64(0.7)]",0.3522012578616352,0.6226415094339622,0.8503144654088051
"[np.float64(0.2), np.float64(0.2), np.float64(0.75)]",0.36477987421383645,0.6069182389937107,0.8503144654088051
"[np.float64(0.1), np.float64(0.6), np.float64(0.8)]",0.31446540880503143,0.6698113207547169,0.8503144654088051
"[np.float64(0.2), np.float64(0.2), np.float64(0.8)]",0.36477987421383645,0.6069182389937107,0.8503144654088051
"[np.float64(0.2), np.float64(0.25), np.float64(0.8)]",0.3553459119496855,0.6194968553459119,0.850943396226415
"[np.float64(0.1), np.float64(0.85), np.float64(0.9)]",0.29245283018867924,0.6981132075471698,0.850943396226415
"[np.float64(0.1), np.float64(0.9), np.float64(0.9)]",0.29245283018867924,0.6981132075471698,0.850943396226415
"[np.float64(0.2), np.float64(0.25), np.float64(0.75)]",0.3553459119496855,0.6194968553459119,0.850943396226415
"[np.float64(0.1), np.float64(0.45), np.float64(0.5)]",0.34276729559748426,0.6352201257861635,0.850943396226415
"[np.float64(0.1), np.float64(0.45), np.float64(0.45)]",0.34276729559748426,0.6352201257861635,0.850943396226415
"[np.float64(0.1), np.float64(0.65), np.float64(0.85)]",0.3081761006289308,0.6792452830188679,0.8515723270440252
"[np.float64(0.2), np.float64(0.3), np.float64(0.6)]",0.3584905660377358,0.6163522012578616,0.8515723270440252
"[np.float64(0.1), np.float64(0.45), np.float64(0.65)]",0.3333333333333333,0.6477987421383647,0.8515723270440252
"[np.float64(0.1), np.float64(0.4), np.float64(0.85)]",0.3333333333333333,0.6477987421383647,0.8515723270440252
"[np.float64(0.15), np.float64(0.75), np.float64(0.8)]",0.29559748427672955,0.6949685534591195,0.8515723270440252
"[np.float64(0.15), np.float64(0.75), np.float64(0.75)]",0.29559748427672955,0.6949685534591195,0.8515723270440252
"[np.float64(0.25), np.float64(0.25), np.float64(0.6)]",0.3584905660377358,0.6163522012578616,0.8515723270440252
