season,week,name,score,status,industry,age,est_vote_share,est_vote_std,method_used,is_consistent,certainty_score
2,1,Lisa Rinna,25.333333333333332,Safe,Actor/Actress,42,0.10254767465411678,0.06314805090653829,Ranking,True,0.7583147001226075
2,1,Stacy Keibler,29.333333333333332,Safe,Athlete,26,0.12457390202610892,0.07150839726795485,Ranking,True,0.7583147001226075
2,1,Jerry Rice,28.0,Safe,Athlete,43,0.10432218328154375,0.06417921339139553,Ranking,True,0.7583147001226075
2,1,Giselle Fernandez,30.666666666666664,Safe,News Anchor,44,0.08903788959166435,0.06204053639813805,Ranking,True,0.7583147001226075
2,1,Master P,16.0,Safe,Singer/Rapper,35,0.1031767539013843,0.05835685451416147,Ranking,True,0.7583147001226075
2,1,Drew Lachey,32.0,Safe,Singer/Rapper,29,0.12931158995094286,0.07204694582381445,Ranking,True,0.7583147001226075
2,1,Kenny Mayne,17.333333333333332,Eliminated,Sports Broadcaster,46,0.025055207935474073,0.0184334814846267,Ranking,True,0.7583147001226075
2,2,Tatum O'Neal,22.666666666666664,Eliminated,Actor/Actress,42,0.0441773584527156,0.023146751513405887,Ranking,True,0.7583005546771238
2,2,Tia Carrere,29.333333333333332,Safe,Actor/Actress,39,0.10888584789050841,0.062423834378979685,Ranking,True,0.7583005546771238
2,2,George Hamilton,29.333333333333332,Safe,Actor/Actress,66,0.10938006510899635,0.06518912436516285,Ranking,True,0.7583005546771238
2,2,Lisa Rinna,26.666666666666664,Safe,Actor/Actress,42,0.1223122842772457,0.06153708272107366,Ranking,True,0.7583005546771238
2,2,Stacy Keibler,38.666666666666664,Safe,Athlete,26,0.14797658749296677,0.07208753895154348,Ranking,True,0.7583005546771238
2,2,Jerry Rice,30.666666666666664,Safe,Athlete,43,0.11131808787236876,0.06544184029618694,Ranking,True,0.7583005546771238
2,2,Giselle Fernandez,32.0,Safe,News Anchor,44,0.08833157211449903,0.06056619735060972,Ranking,True,0.7583005546771238
2,2,Master P,21.333333333333332,Safe,Singer/Rapper,35,0.12432252667377967,0.0607485813113128,Ranking,True,0.7583005546771238
2,2,Drew Lachey,36.0,Safe,Singer/Rapper,29,0.14329567011692043,0.07268280108819661,Ranking,True,0.7583005546771238
2,3,Tia Carrere,34.666666666666664,Safe,Actor/Actress,39,0.12093505301560312,0.06753551661261588,Ranking,True,0.7597648936455406
2,3,George Hamilton,29.333333333333332,Safe,Actor/Actress,66,0.11856063603179122,0.062479467428798875,Ranking,True,0.7597648936455406
2,3,Lisa Rinna,33.33333333333333,Safe,Actor/Actress,42,0.12896885690515567,0.06672985664089588,Ranking,True,0.7597648936455406
2,3,Stacy Keibler,36.0,Safe,Athlete,26,0.15140797649377613,0.07595288094647877,Ranking,True,0.7597648936455406
2,3,Jerry Rice,25.333333333333332,Safe,Athlete,43,0.13493716783098236,0.058838683549059446,Ranking,True,0.7597648936455406
2,3,Giselle Fernandez,29.333333333333332,Eliminated,News Anchor,44,0.03866052958112844,0.020842648111517564,Ranking,True,0.7597648936455406
2,3,Master P,18.666666666666664,Safe,Singer/Rapper,35,0.15606257805599155,0.05504306958383239,Ranking,True,0.7597648936455406
2,3,Drew Lachey,36.0,Safe,Singer/Rapper,29,0.1504672020855719,0.07304808983572003,Ranking,True,0.7597648936455406
2,4,Tia Carrere,33.33333333333333,Safe,Actor/Actress,39,0.13802976049993707,0.07099743556697156,Ranking,True,0.735337532007955
2,4,George Hamilton,28.0,Safe,Actor/Actress,66,0.15815613117437527,0.06304239077405614,Ranking,True,0.735337532007955
2,4,Lisa Rinna,34.666666666666664,Safe,Actor/Actress,42,0.14105459280932153,0.07263790611139868,Ranking,True,0.735337532007955
2,4,Stacy Keibler,34.666666666666664,Safe,Athlete,26,0.1668848790808582,0.07641231655420677,Ranking,True,0.735337532007955
2,4,Jerry Rice,32.0,Safe,Athlete,43,0.14972751361557282,0.07045185516934031,Ranking,True,0.735337532007955
2,4,Master P,10.666666666666666,Eliminated,Singer/Rapper,35,0.075538941678476,0.03311730273684485,Ranking,True,0.735337532007955
2,4,Drew Lachey,37.33333333333333,Safe,Singer/Rapper,29,0.17060818114145973,0.07650011207326037,Ranking,True,0.735337532007955
2,5,Tia Carrere,29.333333333333332,Eliminated,Actor/Actress,39,0.08085078827080924,0.03860753350090366,Ranking,True,0.6947818362822836
2,5,George Hamilton,32.0,Safe,Actor/Actress,66,0.16496259456160736,0.08174216965279422,Ranking,True,0.6947818362822836
2,5,Lisa Rinna,33.33333333333333,Safe,Actor/Actress,42,0.15904242932205573,0.08213254578600869,Ranking,True,0.6947818362822836
2,5,Stacy Keibler,40.0,Safe,Athlete,26,0.21502026499240992,0.09134606409699965,Ranking,True,0.6947818362822836
2,5,Jerry Rice,30.666666666666664,Safe,Athlete,43,0.18186869283991555,0.07509790914733455,Ranking,True,0.6947818362822836
2,5,Drew Lachey,36.0,Safe,Singer/Rapper,29,0.19825523001320186,0.0889010233925338,Ranking,True,0.6947818362822836
2,6,George Hamilton,30.666666666666664,Eliminated,Actor/Actress,66,0.09246305478474016,0.04054437436208422,Ranking,True,0.6810299248421516
2,6,Lisa Rinna,36.0,Safe,Actor/Actress,42,0.21255373247657944,0.08076089853720579,Ranking,True,0.6810299248421516
2,6,Stacy Keibler,40.0,Safe,Athlete,26,0.24726692138707854,0.09791874020156517,Ranking,True,0.6810299248421516
2,6,Jerry Rice,30.666666666666664,Safe,Athlete,43,0.20344580270568266,0.07947367792934053,Ranking,True,0.6810299248421516
2,6,Drew Lachey,40.0,Safe,Singer/Rapper,29,0.24427048864591885,0.10001490291711476,Ranking,True,0.6810299248421516
2,7,Lisa Rinna,35.33333333333333,Eliminated,Actor/Actress,42,0.14952540010179127,0.0513314263349774,Ranking,True,0.6552018079782157
2,7,Stacy Keibler,36.666666666666664,Safe,Athlete,26,0.29522319127107394,0.10488099766492208,Ranking,True,0.6552018079782157
2,7,Jerry Rice,27.333333333333332,Safe,Athlete,43,0.26478040819463045,0.08218738677143897,Ranking,True,0.6552018079782157
2,7,Drew Lachey,36.666666666666664,Safe,Singer/Rapper,29,0.29047100043250484,0.10639838125044582,Ranking,True,0.6552018079782157
2,8,Stacy Keibler,38.221999999999994,Safe,Athlete,26,0.3654092179038472,0.12480535899844772,Ranking,True,0.5135431818892502
2,8,Jerry Rice,35.55546666666667,Safe,Athlete,43,0.2682840878359268,0.1146381973853931,Ranking,True,0.5135431818892502
2,8,Drew Lachey,38.666399999999996,Safe,Singer/Rapper,29,0.36630669426022444,0.12539905719922148,Ranking,True,0.5135431818892502
3,1,Harry Hamlin,22.666666666666664,Safe,Actor/Actress,54,0.08590373104676029,0.056177035623580035,Percentage,True,0.7735322372663231
3,1,Vivica A. Fox,29.333333333333332,Safe,Actor/Actress,42,0.09867118433681545,0.06277440674332062,Percentage,True,0.7735322372663231
3,1,Monique Coleman,25.333333333333332,Safe,Actor/Actress,25,0.10298649164531655,0.06297943955685505,Percentage,True,0.7735322372663231
3,1,Joey Lawrence,28.0,Safe,Actor/Actress,30,0.1079660208152394,0.06391537398469721,Percentage,True,0.7735322372663231
3,1,Mario Lopez,34.666666666666664,Safe,Actor/Actress,32,0.12235931832542496,0.06702861473128513,Percentage,True,0.7735322372663231
3,1,Emmitt Smith,32.0,Safe,Athlete,37,0.10264621773829383,0.06248721357468104,Percentage,True,0.7735322372663231
3,1,Shanna Moakler,24.0,Safe,Model,31,0.08069936945900744,0.055971372934904444,Percentage,True,0.7735322372663231
3,1,Willa Ford,29.333333333333332,Safe,Singer/Rapper,25,0.11222932492201351,0.0652331507502376,Percentage,True,0.7735322372663231
3,1,Sara Evans,20.0,Safe,Singer/Rapper,35,0.09717659805192334,0.059929155642035395,Percentage,True,0.7735322372663231
3,1,Jerry Springer,21.333333333333332,Safe,TV Personality,62,0.06711988051300274,0.050612771210199595,Percentage,True,0.7735322372663231
3,1,Tucker Carlson,16.0,Eliminated,TV Personality,37,0.022241863146203068,0.015677812765815403,Percentage,True,0.7735322372663231
3,2,Harry Hamlin,28.0,Safe,Actor/Actress,54,0.09714292582766046,0.054500640801775316,Percentage,True,0.7841148673664319
3,2,Vivica A. Fox,32.0,Safe,Actor/Actress,42,0.10266883374818944,0.058323490716382334,Percentage,True,0.7841148673664319
3,2,Monique Coleman,34.666666666666664,Safe,Actor/Actress,25,0.12205080216492353,0.06630209623274468,Percentage,True,0.7841148673664319
3,2,Joey Lawrence,38.666666666666664,Safe,Actor/Actress,30,0.13253094431089402,0.06774428317331059,Percentage,True,0.7841148673664319
3,2,Mario Lopez,28.0,Safe,Actor/Actress,32,0.11594236332376387,0.061112757090836474,Percentage,True,0.7841148673664319
3,2,Emmitt Smith,32.0,Safe,Athlete,37,0.10151813235609798,0.057452744251645815,Percentage,True,0.7841148673664319
3,2,Shanna Moakler,29.333333333333332,Eliminated,Model,31,0.02227375728693218,0.0125777625462146,Percentage,True,0.7841148673664319
3,2,Willa Ford,30.666666666666664,Safe,Singer/Rapper,25,0.11501999216743447,0.060862110155248755,Percentage,True,0.7841148673664319
3,2,Sara Evans,28.0,Safe,Singer/Rapper,35,0.10798828546908652,0.05629443054557057,Percentage,True,0.7841148673664319
3,2,Jerry Springer,25.333333333333332,Safe,TV Personality,62,0.0828639633450174,0.04454251607019109,Percentage,True,0.7841148673664319
3,3,Harry Hamlin,29.333333333333332,Eliminated,Actor/Actress,54,0.03157363416830332,0.0154888598821075,Percentage,True,0.7782391547618717
3,3,Vivica A. Fox,36.0,Safe,Actor/Actress,42,0.12093239540159229,0.06297726040267371,Percentage,True,0.7782391547618717
3,3,Monique Coleman,36.0,Safe,Actor/Actress,25,0.13831871105818871,0.06757220259654816,Percentage,True,0.7782391547618717
3,3,Joey Lawrence,29.333333333333332,Safe,Actor/Actress,30,0.12740948107781233,0.06342229040802788,Percentage,True,0.7782391547618717
3,3,Mario Lopez,29.333333333333332,Safe,Actor/Actress,32,0.12426857857338618,0.06200270887632364,Percentage,True,0.7782391547618717
3,3,Emmitt Smith,25.333333333333332,Safe,Athlete,37,0.11059181268852174,0.052080673707909836,Percentage,True,0.7782391547618717
3,3,Willa Ford,29.333333333333332,Safe,Singer/Rapper,25,0.1268012319129384,0.06275276745812712,Percentage,True,0.7782391547618717
3,3,Sara Evans,33.33333333333333,Safe,Singer/Rapper,35,0.12905443796815652,0.06549086864937133,Percentage,True,0.7782391547618717
3,3,Jerry Springer,28.0,Safe,TV Personality,62,0.09104971715110063,0.047174269804699645,Percentage,True,0.7782391547618717
3,4,Vivica A. Fox,32.0,Eliminated,Actor/Actress,42,0.04023002734329946,0.018315963972141597,Percentage,True,0.7668306516183148
3,4,Monique Coleman,32.0,Safe,Actor/Actress,25,0.14110781574366849,0.06671071405702776,Percentage,True,0.7668306516183148
3,4,Joey Lawrence,36.0,Safe,Actor/Actress,30,0.14768758925183673,0.06963298507429766,Percentage,True,0.7668306516183148
3,4,Mario Lopez,38.666666666666664,Safe,Actor/Actress,32,0.15431562806005436,0.07329775401267423,Percentage,True,0.7668306516183148
3,4,Emmitt Smith,32.0,Safe,Athlete,37,0.12436256039179007,0.060755657379094725,Percentage,True,0.7668306516183148
3,4,Willa Ford,37.33333333333333,Safe,Singer/Rapper,25,0.14923544819454151,0.06962135644113962,Percentage,True,0.7668306516183148
3,4,Sara Evans,26.666666666666664,Safe,Singer/Rapper,35,0.13774972894583867,0.0587675202366362,Percentage,True,0.7668306516183148
3,4,Jerry Springer,29.333333333333332,Safe,TV Personality,62,0.10531120206896993,0.049236745590358816,Percentage,True,0.7668306516183148
3,5,Monique Coleman,36.0,Safe,Actor/Actress,25,0.1744883113849268,0.07172827322348221,Percentage,True,0.7700557173140137
3,5,Joey Lawrence,33.33333333333333,Safe,Actor/Actress,30,0.16078153351492325,0.06544855560341606,Percentage,True,0.7700557173140137
3,5,Mario Lopez,36.0,Safe,Actor/Actress,32,0.17571520564852455,0.07066775451815996,Percentage,True,0.7700557173140137
3,5,Emmitt Smith,36.0,Safe,Athlete,37,0.15389480308374215,0.06415203437104325,Percentage,True,0.7700557173140137
3,5,Willa Ford,36.0,Eliminated,Singer/Rapper,25,0.05480009391580456,0.019612816334673707,Percentage,True,0.7700557173140137
3,5,Sara Evans,32.0,Safe,Singer/Rapper,35,0.15289428321410528,0.06102568362403872,Percentage,True,0.7700557173140137
3,5,Jerry Springer,32.0,Safe,TV Personality,62,0.12742576923797358,0.04976737702566224,Percentage,True,0.7700557173140137
3,6,Monique Coleman,30.666666666666664,Safe,Actor/Actress,25,0.19006307460568006,0.08262562756538955,Percentage,True,0.6785275625464708
3,6,Joey Lawrence,32.0,Safe,Actor/Actress,30,0.18707174031915094,0.08574698575087766,Percentage,True,0.6785275625464708
3,6,Mario Lopez,37.33333333333333,Safe,Actor/Actress,32,0.19388018315821073,0.08745933211844675,Percentage,True,0.6785275625464708
3,6,Emmitt Smith,33.33333333333333,Safe,Athlete,37,0.16316037222152724,0.07969910457299531,Percentage,True,0.6785275625464708
3,6,Sara Evans,0.0,Safe,Singer/Rapper,35,0.15006219844316823,0.07748312911131754,Percentage,True,0.6785275625464708
3,6,Jerry Springer,24.0,Safe,TV Personality,62,0.11576243125226172,0.06919447706126691,Percentage,True,0.6785275625464708
3,7,Monique Coleman,36.0,Safe,Actor/Actress,25,0.17364371795961794,0.07282625804753093,Percentage,True,0.7563031525326958
3,7,Joey Lawrence,38.0,Safe,Actor/Actress,30,0.17211313257915334,0.07354411424150385,Percentage,True,0.7563031525326958
3,7,Mario Lopez,37.33333333333333,Safe,Actor/Actress,32,0.17239543888359538,0.07154694335286478,Percentage,True,0.7563031525326958
3,7,Emmitt Smith,38.0,Safe,Athlete,37,0.1508138000164717,0.0680111744627904,Percentage,True,0.7563031525326958
3,7,Sara Evans,0.0,Safe,Singer/Rapper,35,0.2777844156428004,0.053536748814153434,Percentage,True,0.7563031525326958
3,7,Jerry Springer,30.666666666666664,Eliminated,TV Personality,62,0.05324949491836199,0.02608003228211307,Percentage,True,0.7563031525326958
3,8,Monique Coleman,35.33333333333333,Eliminated,Actor/Actress,25,0.07600952245064228,0.025065996002798258,Percentage,True,0.7768328376631397
3,8,Joey Lawrence,36.0,Safe,Actor/Actress,30,0.18720591104415257,0.06941620546638183,Percentage,True,0.7768328376631397
3,8,Mario Lopez,38.0,Safe,Actor/Actress,32,0.1859100688691917,0.06979629745474618,Percentage,True,0.7768328376631397
3,8,Emmitt Smith,36.0,Safe,Athlete,37,0.17144164483422286,0.06385093045926897,Percentage,True,0.7768328376631397
3,8,Sara Evans,0.0,Safe,Singer/Rapper,35,0.3794328528017906,0.05082952353788016,Percentage,True,0.7768328376631397
3,9,Joey Lawrence,39.33333333333333,Safe,Actor/Actress,30,0.24361724383207586,0.10047631129044221,Percentage,True,0.596715608898565
3,9,Mario Lopez,39.33333333333333,Safe,Actor/Actress,32,0.24615522659575262,0.09949712237022827,Percentage,True,0.596715608898565
3,9,Emmitt Smith,39.33333333333333,Safe,Athlete,37,0.21603681499427288,0.09614946066405163,Percentage,True,0.596715608898565
3,9,Sara Evans,0.0,Safe,Singer/Rapper,35,0.29419071457789814,0.10716149677671287,Percentage,True,0.596715608898565
3,10,Joey Lawrence,0.0,Safe,Actor/Actress,30,0.2259056122764793,0.09742490322656203,Percentage,True,0.6008213114116874
3,10,Mario Lopez,39.55546666666667,Safe,Actor/Actress,32,0.26478450594399777,0.10181184920989961,Percentage,True,0.6008213114116874
3,10,Emmitt Smith,39.55546666666667,Safe,Athlete,37,0.23353577883456464,0.09747313906686203,Percentage,True,0.6008213114116874
3,10,Sara Evans,0.0,Safe,Singer/Rapper,35,0.27577410294495847,0.10246879708498892,Percentage,True,0.6008213114116874
4,1,John Ratzenberger,22.666666666666664,Safe,Actor/Actress,59,0.08860519461916692,0.05994586281549101,Percentage,True,0.7602553533821536
4,1,Ian Ziering,28.0,Safe,Actor/Actress,42,0.10199121677821273,0.06395921775388697,Percentage,True,0.7602553533821536
4,1,Clyde Drexler,21.333333333333332,Safe,Athlete,44,0.08425961744713201,0.05745209722661461,Percentage,True,0.7602553533821536
4,1,Laila Ali,30.666666666666664,Safe,Athlete,29,0.12193416050779324,0.06968396356354827,Percentage,True,0.7602553533821536
4,1,Apolo Anton Ohno,28.0,Safe,Athlete,24,0.11627481629212622,0.06684925373516576,Percentage,True,0.7602553533821536
4,1,Shandi Finnessey,25.333333333333332,Safe,Beauty Pagent,28,0.08641002532139891,0.059468724059006245,Percentage,True,0.7602553533821536
4,1,Paulina Porizkova,25.333333333333332,Safe,Model,41,0.07122840611610899,0.05315250889833204,Percentage,True,0.7602553533821536
4,1,Heather Mills,24.0,Safe,Model,39,0.0695129905213583,0.05436887936923075,Percentage,True,0.7602553533821536
4,1,Billy Ray Cyrus,17.333333333333332,Safe,Singer/Rapper,45,0.07587842609402001,0.05663989626496762,Percentage,True,0.7602553533821536
4,1,Joey Fatone,32.0,Safe,Singer/Rapper,30,0.12581142930530187,0.06876242744510391,Percentage,True,0.7602553533821536
4,1,Leeza Gibbons,20.0,Safe,TV Personality,50,0.0580937169973814,0.04901494706773071,Percentage,True,0.7602553533821536
4,2,John Ratzenberger,28.0,Safe,Actor/Actress,59,0.09372290076105988,0.05553613763062129,Percentage,True,0.7920746942080961
4,2,Ian Ziering,29.333333333333332,Safe,Actor/Actress,42,0.09754316594294658,0.05621761950777707,Percentage,True,0.7920746942080961
4,2,Clyde Drexler,24.0,Safe,Athlete,44,0.08917894699941833,0.049683442735351746,Percentage,True,0.7920746942080961
4,2,Laila Ali,36.0,Safe,Athlete,29,0.13271669603997963,0.06630081294145472,Percentage,True,0.7920746942080961
4,2,Apolo Anton Ohno,34.666666666666664,Safe,Athlete,24,0.12715868303288358,0.06572440980314838,Percentage,True,0.7920746942080961
4,2,Shandi Finnessey,26.666666666666664,Safe,Beauty Pagent,28,0.0863124056898885,0.05197784298524346,Percentage,True,0.7920746942080961
4,2,Paulina Porizkova,28.0,Eliminated,Model,41,0.016592211012787232,0.010927466985142504,Percentage,True,0.7920746942080961
4,2,Heather Mills,32.0,Safe,Model,39,0.07476895340142325,0.049802853268721956,Percentage,True,0.7920746942080961
4,2,Billy Ray Cyrus,28.0,Safe,Singer/Rapper,45,0.08949734253114108,0.05445340890175389,Percentage,True,0.7920746942080961
4,2,Joey Fatone,32.0,Safe,Singer/Rapper,30,0.12233498194333124,0.06511091708843322,Percentage,True,0.7920746942080961
4,2,Leeza Gibbons,28.0,Safe,TV Personality,50,0.07017371264513936,0.04605967908008755,Percentage,True,0.7920746942080961
4,3,John Ratzenberger,26.666666666666664,Safe,Actor/Actress,59,0.10112579316916659,0.052977618359027624,Percentage,True,0.795876264205283
4,3,Ian Ziering,32.0,Safe,Actor/Actress,42,0.11167424725562766,0.05736317372334759,Percentage,True,0.795876264205283
4,3,Clyde Drexler,21.333333333333332,Safe,Athlete,44,0.10516515324129758,0.046636631167541076,Percentage,True,0.795876264205283
4,3,Laila Ali,28.0,Safe,Athlete,29,0.12434163826083826,0.06059503082344895,Percentage,True,0.795876264205283
4,3,Apolo Anton Ohno,30.666666666666664,Safe,Athlete,24,0.12904682945106932,0.06260264155892577,Percentage,True,0.795876264205283
4,3,Shandi Finnessey,28.0,Eliminated,Beauty Pagent,28,0.026833187872456695,0.013151399065098626,Percentage,True,0.795876264205283
4,3,Heather Mills,32.0,Safe,Model,39,0.08506108785461017,0.05000272729725019,Percentage,True,0.795876264205283
4,3,Billy Ray Cyrus,28.0,Safe,Singer/Rapper,45,0.10326867160953045,0.05490650662682946,Percentage,True,0.795876264205283
4,3,Joey Fatone,32.0,Safe,Singer/Rapper,30,0.1298461970969181,0.06245575941874388,Percentage,True,0.795876264205283
4,3,Leeza Gibbons,32.0,Safe,TV Personality,50,0.08363719418848495,0.04961785144657915,Percentage,True,0.795876264205283
4,4,John Ratzenberger,21.333333333333332,Safe,Actor/Actress,59,0.10741176294617795,0.057805058626364016,Percentage,True,0.7630028326813062
4,4,Ian Ziering,32.0,Safe,Actor/Actress,42,0.1221519132286051,0.06656708396451251,Percentage,True,0.7630028326813062
4,4,Clyde Drexler,20.0,Safe,Athlete,44,0.10806603010049391,0.0571705140109465,Percentage,True,0.7630028326813062
4,4,Laila Ali,28.0,Safe,Athlete,29,0.13513613019585954,0.06860259536463563,Percentage,True,0.7630028326813062
4,4,Apolo Anton Ohno,34.666666666666664,Safe,Athlete,24,0.14855383492292412,0.07227944733386038,Percentage,True,0.7630028326813062
4,4,Heather Mills,30.666666666666664,Safe,Model,39,0.08722021363453665,0.05763031896597126,Percentage,True,0.7630028326813062
4,4,Billy Ray Cyrus,28.0,Safe,Singer/Rapper,45,0.10945909974748233,0.06105715734896004,Percentage,True,0.7630028326813062
4,4,Joey Fatone,37.33333333333333,Safe,Singer/Rapper,30,0.15326242389111527,0.07408378935314058,Percentage,True,0.7630028326813062
4,4,Leeza Gibbons,21.333333333333332,Eliminated,TV Personality,50,0.028738591332806516,0.018047661498670216,Percentage,True,0.7630028326813062
4,5,John Ratzenberger,24.0,Safe,Actor/Actress,59,0.1167981670633288,0.06255323044322626,Percentage,True,0.7489800678727635
4,5,Ian Ziering,32.0,Safe,Actor/Actress,42,0.1317969572074767,0.06778098764780693,Percentage,True,0.7489800678727635
4,5,Clyde Drexler,17.333333333333332,Eliminated,Athlete,44,0.051699432333610296,0.025055978246853294,Percentage,True,0.7489800678727635
4,5,Laila Ali,37.33333333333333,Safe,Athlete,29,0.159305830657783,0.07647593201358817,Percentage,True,0.7489800678727635
4,5,Apolo Anton Ohno,40.0,Safe,Athlete,24,0.1700347920435953,0.07691621856041642,Percentage,True,0.7489800678727635
4,5,Heather Mills,28.0,Safe,Model,39,0.09075994344392317,0.05749988603609595,Percentage,True,0.7489800678727635
4,5,Billy Ray Cyrus,22.666666666666664,Safe,Singer/Rapper,45,0.11883038535737675,0.060247663568955,Percentage,True,0.7489800678727635
4,5,Joey Fatone,33.33333333333333,Safe,Singer/Rapper,30,0.16077449189290546,0.07550996773753091,Percentage,True,0.7489800678727635
4,6,John Ratzenberger,25.333333333333332,Safe,Actor/Actress,59,0.13592533298976728,0.05960433612359321,Percentage,True,0.7403929031795935
4,6,Ian Ziering,32.0,Safe,Actor/Actress,42,0.14397977768120485,0.07023931174866282,Percentage,True,0.7403929031795935
4,6,Laila Ali,37.33333333333333,Safe,Athlete,29,0.17863297570881329,0.07993564857346244,Percentage,True,0.7403929031795935
4,6,Apolo Anton Ohno,37.33333333333333,Safe,Athlete,24,0.1857658527809953,0.08038835462349067,Percentage,True,0.7403929031795935
4,6,Heather Mills,30.666666666666664,Eliminated,Model,39,0.03907311607802885,0.02226091602396173,Percentage,True,0.7403929031795935
4,6,Billy Ray Cyrus,28.0,Safe,Singer/Rapper,45,0.13618008723703945,0.062393944541408744,Percentage,True,0.7403929031795935
4,6,Joey Fatone,36.0,Safe,Singer/Rapper,30,0.18044285752415115,0.07948990780113167,Percentage,True,0.7403929031795935
4,7,John Ratzenberger,30.0,Eliminated,Actor/Actress,59,0.06825734973426449,0.030297108704383843,Percentage,True,0.7230303010745267
4,7,Ian Ziering,36.0,Safe,Actor/Actress,42,0.1649446043168483,0.07291903943254381,Percentage,True,0.7230303010745267
4,7,Laila Ali,39.33333333333333,Safe,Athlete,29,0.19948223416903915,0.08290199717569909,Percentage,True,0.7230303010745267
4,7,Apolo Anton Ohno,36.0,Safe,Athlete,24,0.1945882870178055,0.08004985042819258,Percentage,True,0.7230303010745267
4,7,Billy Ray Cyrus,25.333333333333332,Safe,Singer/Rapper,45,0.17106304506396244,0.06463369577368384,Percentage,True,0.7230303010745267
4,7,Joey Fatone,39.33333333333333,Safe,Singer/Rapper,30,0.2016644796980803,0.08465285687370677,Percentage,True,0.7230303010745267
